"Date","Adjusted NVT 90-days MA","Adjusted RVT","Adjusted RVT 90-days MA","Sharpe Ratio","Total Fees","Average Transaction Fees","Average Transaction Fees (Native Units)","Median Transaction Fees","Median Transaction Fees (Native Units)","Average Gas Limit per Block"
"2022-02-13","50.482214596156524","97.818187945159","28.901404167258853","0.2019893738189226","371114.50699001283","1.7473195783978293","0.00004141","0.5696405290599057","0.0000135",""
"2022-02-12","49.94796863805236","98.014034528819","28.607893557678857","-0.08107646027939211","512185.238733952","2.2790537457738633","0.00005404","0.6979707530080947","0.00001655",""
"2022-02-11","50.04543442898666","30.287641351034","28.528321200583648","0.6513724806656142","697198.8676881576","2.7015499806838084","0.00006378","0.8369806776154288","0.00001976",""
"2022-02-10","51.748932967910996","23.254285847615","28.643302379150857","1.7557816080215596","865762.80116106","3.3146900449023993","0.000076","0.9686745512800301","0.00002221",""
"2022-02-09","52.5683555045741","26.341476922695","28.56828336833429","1.2651024726225142","645065.0796827992","2.4440552291628284","0.00005504","0.7460052298316772","0.0000168",""
"2022-02-08","52.3717582083814","25.916370513058","28.59454431112315","0.8635742339647196","646972.4359198522","2.3315994107050653","0.00005279","0.7420130725486853","0.0000168",""
"2022-02-07","52.082796142997275","18.477327309711","28.59163107802841","1.4912753063863384","639404.2852525676","2.4318883884388383","0.00005541","0.796584989174606","0.00001815",""
"2022-02-06","50.45030972863576","44.998475876451","28.65071866025411","-0.28768268625643806","439498.6077203732","1.9815177736065297","0.00004678","0.690862652576368","0.00001631",""
"2022-02-05","48.807153154831695","26.386958167838","28.274988385320338","-0.4566197978184647","566446.8704449029","2.2310862659760353","0.00005375","0.7770406492850489","0.00001872",""
"2022-02-04","48.62436973288265","32.087015664545","28.45105421015239","-2.1105016731993036","588432.0789224437","2.3559326141545767","0.00005735","0.7230063471511866","0.0000176",""
"2022-02-03","44.011256070012514","35.728856798827","28.490467942167733","-5.00259187798612","398849.8792205378","1.4897176179536524","0.0000402","0.43913317842663635","0.00001185",""
"2022-02-02","43.71025223916625","47.864462266585","28.39841901664028","-5.110192495659706","449799.41809059406","1.6332204424277865","0.00004421","0.49835204180843334","0.00001349",""
"2022-02-01","45.637040803230825","29.500863334055","28.26649523450259","-4.561233544968484","556358.1863378179","2.026283243664989","0.00005224","0.5705709516522202","0.00001471",""
"2022-01-31","45.12521833854629","28.021968841617","28.033482747327884","-3.9310941758025066","511741.4400376129","1.9458265968667936","0.00005059","0.5184768239921799","0.00001348",""
"2022-01-30","44.35844964193809","32.737488310969","27.907411017518","-4.607402779505867","409835.94779228664","1.9618481047630612","0.00005165","0.5397456257247454","0.00001421",""
"2022-01-29","44.398092529502854","35.630805015063","27.879753747924013","-4.447136134021616","457633.88940151944","2.0152514888732314","0.00005291","0.5279037164200149","0.00001386",""
"2022-01-28","44.02488771985778","25.555369064399","27.924333363370152","-5.486815169445023","479851.83551504585","1.800818648019731","0.00004768","0.5325407495192578","0.0000141",""
"2022-01-27","43.37326786348178","25.392322359952","28.095791881434682","-7.035158352549511","427272.8905331118","1.6896812107617765","0.00004564","0.5131240486669199","0.00001386",""
"2022-01-26","43.03277858363454","30.63534284265","28.040594385620107","-6.010787788388586","439447.28711961664","1.698775288768343","0.00004613","0.5067233464871537","0.00001376",""
"2022-01-25","43.09167227151854","31.793632420048","28.001960527107098","-6.273364590504896","397833.7608129341","1.4902978245644465","0.00004033","0.3831983248384158","0.00001037",""
"2022-01-24","42.676705895734486","21.444863476222","27.96010026904064","-7.609423672590519","434873.04335442715","1.6012967976371708","0.00004368","0.4215868400372588","0.0000115",""
"2022-01-23","42.173562711202685","63.12474422056","27.95952701199818","-7.911928980580012","284125.31725594593","1.3627033584579171","0.00003757","0.3126564532847284","0.00000862",""
"2022-01-22","40.36837290156906","24.75828367453","27.741423036655686","-6.875723744563137","380877.4414160584","1.5419409859278135","0.00004406","0.390559723171911","0.00001116",""
"2022-01-21","42.28072751277361","17.151996454719","27.91192566662069","-5.910594200680413","449004.26223786635","1.6476267681698262","0.00004515","0.42075607169431","0.00001153",""
"2022-01-20","47.7979404809813","40.026079303526","28.424513162708806","-1.965642792663043","410284.61532525165","1.5067539842484206","0.00003697","0.35783878771168875","0.00000878",""
"2022-01-19","48.845390014051866","39.167565841837","28.365804688351243","-2.4336657771488266","360530.8247608422","1.3464004032542847","0.00003222","0.28081349192640576","0.00000672",""
"2022-01-18","49.23313496454433","39.534151562129","28.199100802319826","-2.917204641904643","403011.1377130895","1.5071573594691472","0.00003552","0.3313879216625574","0.00000781",""
"2022-01-17","48.66667223087044","36.926828265586","28.028844525229754","-2.127523415588586","383411.8038873254","1.4820377037255321","0.00003511","0.28197128626848633","0.00000668",""
"2022-01-16","49.4832834630646","79.678844541339","27.893379450910814","-2.2861776715445314","278119.3119521306","1.276503180357735","0.00002957","0.24347236852274687","0.00000564",""
"2022-01-15","49.03862114529413","60.704422484252","27.615688205076577","-2.6833434014128676","322889.826323351","1.3744043152500736","0.00003181","0.30676738881721227","0.0000071",""
"2022-01-14","48.84303941535292","41.318942225202","27.568845162014647","-2.71696268039343","402331.94626784534","1.53316117577438","0.00003557","0.33964886323030963","0.00000788",""
"2022-01-13","48.2253113716908","37.948879105799","27.52520927664253","-1.8296122250944418","448619.7852277703","1.6206734222213481","0.00003802","0.38577313180176753","0.00000905",""
"2022-01-12","49.25990592425894","38.163896352793","27.281782454862757","-2.7268254713927895","486251.28057322325","1.823942991315796","0.00004149","0.4923634972942134","0.0000112",""
"2022-01-11","47.561984624280996","25.662336508517","27.053985331665356","-3.110399082601402","532573.9590453163","1.8668309963976757","0.00004365","0.5166395976284976","0.00001208",""
"2022-01-10","46.54124164947064","38.232002765802","27.080295938297724","-2.618204949142954","481492.49803047196","1.7880928271591567","0.00004276","0.5268935833069545","0.0000126",""
"2022-01-09","46.3342760908039","95.616359039955","26.92568560208598","-2.3800915131880673","316084.4198296761","1.5498004466084154","0.000037","0.3891255715943832","0.00000929",""
"2022-01-08","45.76917401835904","56.498946938023","26.656587520565655","-4.086228297553676","409672.44797019387","1.812021888558798","0.00004335","0.5342016086685453","0.00001278",""
"2022-01-07","45.35099349857179","28.300623583237","26.605512908610322","-3.6180961563966507","592552.3737338835","2.3176587631477332","0.00005583","0.6305791977828061","0.00001519",""
"2022-01-06","47.31432454774779","32.173174731977","26.76062093916529","-3.0420811164654427","621394.4212065706","2.4049003654212964","0.00005574","0.8029278040992164","0.00001861",""
"2022-01-05","47.49200169935427","24.978857470211","26.64681031371866","-1.4539604313658279","719238.8997838106","2.6175156650570246","0.00006013","0.8366647444270083","0.00001922",""
"2022-01-04","49.95821364796927","38.196062159936","26.617603605709668","-0.915945624729037","605788.9614566913","2.210372028031561","0.00004815","0.6656364362711866","0.0000145",""
"2022-01-03","49.94847145005199","33.511451208373","26.323272435133806","-2.361725002347262","556991.023338803","2.3096646565335344","0.00004972","0.6549933961609581","0.0000141",""
"2022-01-02","50.66294356968671","73.181458912444","26.202751305497628","-2.9972924516618105","434546.54590763245","2.230305470334687","0.0000471","0.7173912500121128","0.00001515",""
"2022-01-01","50.51179024234599","98.989648067972","26.01064550918849","-3.0555806667996377","437068.32634653733","2.3242576584811476","0.00004887","0.7514481482300416","0.0000158",""
"2021-12-31","48.911407208840934","27.859203338085","25.83277654617733","-3.404698801279145","814037.5687999928","3.1011573493953772","0.0000669","0.9790200780154017","0.00002112",""
"2021-12-30","49.8205098886297","25.887381535474","25.899495268534434","-3.4282418463404936","847312.2547547721","3.458262833738915","0.00007342","1.3381809739379267","0.00002841",""
"2021-12-29","49.02148856289622","23.471348722853","25.821712690442716","-3.294549888809671","767390.1614748944","2.7752076044651095","0.00005972","0.9252241025602868","0.00001991",""
"2021-12-28","50.18149218595767","31.494373230324","25.7893196199005","-2.2306977755507638","847676.9061541228","3.1430837939024556","0.00006593","1.0011339249499707","0.000021",""
"2021-12-27","53.341635837912904","28.653024941204","25.759966622270586","-0.31707667270292716","681810.0641713804","2.7470681045873526","0.00005408","0.7355315487134775","0.00001448",""
"2021-12-26","53.126467839112934","55.526971742223","25.64585207441208","-2.4218767852889607","398654.7106569343","1.9740221939286453","0.00003886","0.45464484394393656","0.00000895",""
"2021-12-25","52.3785511003113","50.494715017226","25.376495024154984","-1.6642682674327196","413606.7955843173","2.021088513361605","0.00003995","0.42799521459422224","0.00000846",""
"2021-12-24","51.948159055399955","31.932917865747","25.075926912111036","-1.671107950866495","608298.3074235407","2.370081552432681","0.00004667","0.5652240771068296","0.00001113",""
"2021-12-23","52.02100974284925","36.137613320689","25.129094766338817","-1.6349017563663903","561103.9738167454","1.9205002029941654","0.00003787","0.4954657244059412","0.00000977",""
"2021-12-22","49.92252477150993","39.622770378001","25.075729103646548","-2.8639497036610857","521928.4522465907","1.8210844928445242","0.0000374","0.49227711825289144","0.00001011",""
"2021-12-21","50.2506245011375","29.355411681887","25.035118508789857","-3.254782236382974","585498.8840971395","1.929415875563135","0.00003931","0.5526640233742279","0.00001126",""
"2021-12-20","48.01151157214064","35.791323032618","24.977540160327806","-3.612234934776209","515934.8738781325","1.9335971600370858","0.00004118","0.5672135428180669","0.00001208",""
"2021-12-19","47.882129646229444","69.722367101922","24.961370973878715","-2.9901014732145046","340904.0141900614","1.5900484012627922","0.00003392","0.4050123286235414","0.00000864",""
"2021-12-18","47.57037686707142","54.365544897474","24.782357961150193","-4.029647772574445","393539.4493255114","1.6801325750505391","0.00003582","0.46717254180634754","0.00000996",""
"2021-12-17","47.10318165297361","25.407631831134","24.836547637546186","-3.9897132149188383","612283.238389916","2.353791774448042","0.0000508","0.7005773942845352","0.00001512",""
"2021-12-16","48.74699672305211","28.861260426083","25.01488332150973","-4.330190435466177","491487.32727420377","1.9198845356587522","0.00004028","0.5242981601848627","0.000011",""
"2021-12-15","50.04592506612089","31.498009564518","25.07402606732627","-5.14518685729156","556157.2960761638","1.9805700439774416","0.00004056","0.5898739184232618","0.00001208",""
"2021-12-14","49.440280613850284","36.695663422229","25.03460618532066","-5.1320170793321385","564525.9781824736","2.0022146060910573","0.00004146","0.5727512114867327","0.00001186",""
"2021-12-13","47.73551296099848","36.437702418688","24.92325771673498","-4.867705763763956","634191.9302569958","2.250842122431886","0.00004811","0.6783872536949147","0.0000145",""
"2021-12-12","51.17087541964542","91.508789358788","24.96443276231984","-4.175872589557717","320228.4126910098","1.5171326764928046","0.00003026","0.2887866561995556","0.00000576",""
"2021-12-11","50.01826497876843","60.681130568217","24.799445300992286","-4.9646235075666585","375666.39884438814","1.6912434701627677","0.00003429","0.44586879470024554","0.00000904",""
"2021-12-10","47.79110873062898","28.604832084337","24.617160607906133","-5.930675455574792","555995.7602096999","2.052608897641403","0.00004327","0.5659261416422913","0.00001193",""
"2021-12-09","48.303016909269346","32.540616025066","24.637525178086978","-6.054384743071187","571806.3987747164","2.0023628602699515","0.00004177","0.4314404056123908","0.000009",""
"2021-12-08","51.08364008042415","29.5685389787","24.777211906176706","-3.779538533559517","540776.14133561","2.016491128250344","0.00003993","0.4994514715350839","0.00000989",""
"2021-12-07","51.36042453615768","24.676934119068","24.87937944933619","-2.9149603489089477","545034.4811248981","1.9152552862418637","0.00003787","0.41976812452620726","0.0000083",""
"2021-12-06","51.63263559909914","16.453792303229","24.973009999340935","","673208.6742826988","2.351918689890576","0.00004654","0.6412945460831846","0.00001269",""
"2021-12-05","50.91584701156401","28.117038218619","25.24562908566084","","1046410.31249582","4.72158939938641","0.00009572","1.420620295678318","0.0000288",""
"2021-12-04","51.00996081920564","15.152218276658","25.38861220726522","","878325.0364876541","3.5945598815763393","0.00007312","0.7550935418628634","0.00001536",""
"2021-12-03","56.57927846468421","18.610224786532","25.894507186234296","","718519.6595523183","2.482312243149107","0.00004625","0.8839715166414225","0.00001647",""
"2021-12-02","60.3653589844012","17.99451192627","26.243564722767573","-1.1946295946805365","1053088.4918923804","3.3372590745039243","0.00005898","1.193899058528871","0.0000211",""
"2021-12-01","61.597628042969916","15.180849578157","26.501739713225057","-0.8226112039100923","1160676.5725381884","4.073546645283062","0.00007124","1.4123610631455872","0.0000247",""
"2021-11-30","62.19500158708058","13.899885475924","26.75538657170416","-1.1445660425489723","763946.7516724872","2.577930127661399","0.00004515","0.7993581791198135","0.000014",""
"2021-11-29","64.03414390787093","22.100338348407","27.139562264181805","-0.8282606012430763","653131.8351661409","2.1529128178334496","0.00003717","0.5496675448275339","0.00000949",""
"2021-11-28","63.586464349575465","45.186755142234","27.2119390185603","-2.0235231797405078","421836.21289957425","1.9590460550100004","0.00003422","0.45684358617708365","0.00000798",""
"2021-11-27","60.679388647009134","43.785768655095","27.177221655246296","-0.9870505229757239","454284.5483790342","1.9035141450069901","0.00003484","0.5583787187707072","0.00001022",""
"2021-11-26","59.87533480909314","15.48156417186","27.23542373917112","-1.8875578841962084","781478.323194851","2.6792707683813584","0.0000498","0.9490428986796619","0.00001764",""
"2021-11-25","66.63241531348949","12.705756631464","27.706670643296004","-1.2012306572642977","877222.4546126201","3.0477970555033607","0.00005165","0.916404419592782","0.00001553",""
"2021-11-24","65.54613918948174","13.172604748731","27.9294950693336","-1.1813561335707035","803181.6512982099","2.7222367992285816","0.00004764","0.6839877096298513","0.00001197",""
"2021-11-23","67.33448847067714","18.941566627554","28.42597920673062","-1.2818883443215017","690442.1124636946","2.4411499565483195","0.00004235","0.6087023268276329","0.00001056",""
"2021-11-22","66.51205906807245","24.592023752966","28.68112078826834","-1.128293669185369","718466.5884955277","2.5039941605574145","0.00004441","0.5818783998413086","0.00001032",""
"2021-11-21","70.1088448010153","59.91503354791","28.91229597955929","-0.7788219025864692","537316.8891087973","2.455166836391924","0.00004159","0.5053192623110091","0.00000856",""
"2021-11-20","70.94055604625902","37.402918745103","28.89614731722625","-2.532322580465814","740627.4940489266","2.9803037542867807","0.00004988","0.7211761490425309","0.00001207",""
"2021-11-19","69.2939966257036","18.201592272796","29.039268697960335","-1.8393902625159004","792261.4191083361","2.791057051495758","0.00004811","0.8179984291434251","0.0000141",""
"2021-11-18","68.73990998826085","21.15903913434","29.405681534857916","-1.2368623026028067","677165.1543139535","2.290508296441693","0.00004033","0.5724850887213555","0.00001008",""
"2021-11-17","73.43866317463505","16.600061432171","29.724334706841923","-0.15131294911094442","798490.8319750238","2.7670981848433645","0.000046","0.6466588149362211","0.00001075",""
"2021-11-16","74.78437798672856","15.397285174999","30.14072628503779","0.14011358154379663","787567.0380898216","2.6149802819279793","0.00004335","0.6207185029074719","0.00001029",""
"2021-11-15","80.346177026619","23.985148575798","30.595614868216717","1.1255928245141005","809036.2221130215","2.7771025976175223","0.00004356","0.6196840507080422","0.00000972",""
"2021-11-14","82.80568780716912","56.820576528006","30.84148433630243","2.6840625445437074","573422.7630630935","2.573325169161295","0.00003957","0.6425183894696384","0.00000988",""
"2021-11-13","82.06635347451719","51.015694517292","30.8398857185958","2.809166965766495","652555.9522230771","2.77940866846443","0.00004316","0.7766373619481239","0.00001206",""
"2021-11-12","81.95128526768949","19.963575205642","30.922183627323715","2.9446653655354327","981839.6466892762","3.4154089963936864","0.0000533","0.9989911117031439","0.00001559",""
"2021-11-11","84.1527318494726","30.078056687058","30.901735664116263","2.8317421816210353","991374.0161016051","3.382619832477544","0.00005207","0.9822395211649791","0.00001512",""
"2021-11-10","84.32707296390156","27.342644431565","30.99058414812183","4.3078204340520445","1192320.3032527992","4.029770732005089","0.00006223","1.305482531853167","0.00002016",""
"2021-11-09","87.99585296984377","23.092422425326","31.14512931919628","4.643124195618694","1535668.8883968226","4.558474090464674","0.00006794","1.545882293852018","0.00002304",""
"2021-11-08","89.30384128382636","15.622432374411","31.28364419302579","4.597098259406614","1153638.837113915","3.922825159915234","0.00005808","1.1509115138594281","0.00001704",""
"2021-11-07","84.71973875032333","58.122998982497","31.584681893053155","3.375207144969076","598708.5419912774","2.6856671179146696","0.0000426","0.7123952683670367","0.0000113",""
"2021-11-06","82.21589381131146","47.66245036967","31.410183822630295","2.1746454366210735","660511.395512296","2.784528479834155","0.00004531","0.797686596076966","0.00001298",""
"2021-11-05","81.73779637951763","24.51846388461","31.416219051992915","3.8696614088010204","1062579.0705232632","3.7622302042156974","0.00006167","1.1072560111320724","0.00001815",""
"2021-11-04","83.10103820510201","25.154812617788","31.664342413451468","4.818601527758393","969588.9015789295","3.389556665686738","0.00005521","1.0074737345393836","0.00001641",""
"2021-11-03","85.56887534071808","22.61544221023","31.778475214339863","5.4544083588911505","1035102.9548797834","3.558272089244992","0.00005652","0.8159095236485331","0.00001296",""
"2021-11-02","86.36041669192933","19.279632089539","31.918584772708478","5.711697906414805","1115376.3895475338","3.7064853845780807","0.00005881","0.9630181376696663","0.00001528",""
"2021-11-01","84.38246537606508","26.493857665677","31.971369162594808","5.151129662284663","898927.4405992625","3.107143954711171","0.00005086","0.6243612115050762","0.00001022",""
"2021-10-31","85.38719573857158","34.37266312725","32.10007217999047","5.903920303824456","581870.2184830402","2.684620791745614","0.0000437","0.4810201555919487","0.00000783",""
"2021-10-30","86.1947216475566","42.105142519686","32.09695647304221","7.079248586529564","638749.2598945397","2.534546723644548","0.00004105","0.5161707822087314","0.00000836",""
"2021-10-29","86.99816448301092","20.081750090801","32.111748449882526","6.867358037958289","986371.9385091625","3.2098649512472406","0.00005158","0.6528011504184481","0.00001049",""
"2021-10-28","85.87917070533771","24.270630417046","32.47493445358315","5.83393218866642","790478.1964085118","2.6539395499572658","0.00004382","0.5511376062211574","0.0000091",""
"2021-10-27","83.55506591840293","25.719981758682","32.591196612376386","4.903130059624336","717408.1646257777","2.507682047090798","0.00004282","0.585633359899766","0.00001",""
"2021-10-26","86.38297084486256","18.813152356833","32.67872412361538","6.261991724989003","830520.2759938191","2.8089240225352055","0.00004651","0.6794322780804356","0.00001125",""
"2021-10-25","90.87382463042225","22.792873434308","32.902108126649004","6.308520381057908","888956.856529692","3.099897673296734","0.00004918","0.5445936538691294","0.00000864",""
"2021-10-24","88.1606073986334","36.295422326955","32.9070366729855","4.703203428612003","543141.308109794","2.6074757517209006","0.00004284","0.6269141046387786","0.0000103",""
"2021-10-23","88.67358749486726","48.694575789637","32.8118218369759","5.545160533411274","689707.0619805965","3.019016572777101","0.00004929","0.826876115489772","0.0000135",""
