"Date","Daily Issuance Rate","Active Supply","Transaction Volume","Adjusted Transaction Volume","Adjusted Transaction Volume (Native Units)","Average Transfer Value (Native Units)","Median Transfer Value","Median Transfer Value (Native Units)","Transactions Count","Transactions per Second Count"
"2022-03-14","0.0050372995","17207439.56422415","23269064282.54447","10196072068.459415","257158.07240867","0.735866709732","101.89804648363527","0.00257","263759","3.052766203704"
"2022-03-13","0.0049717029","17204965.6070422","9629629138.149597","3746661265.9922667","99096.21807057","0.382865706358","81.28788241087956","0.00215","206930","2.395023148148"
"2022-03-12","0.0051365842","17204117.87443712","13378890996.181534","8413015914.244524","215989.00752908","0.489155869329","90.53099540527666","0.00232422","222124","2.57087962963"
"2022-03-11","0.0045441348","17203340.07395414","24133736826.17652","10850578352.872814","279471.38461058","0.774888770761","98.27320940899587","0.00253116","252248","2.919537037037"
"2022-03-10","0.0047748514","17202718.45456119","28394178414.290493","10593780301.929976","268317.48519938","0.877291204272","99.5995244998755","0.00252264","259229","3.000335648148"
"2022-03-09","0.0045445583","17202141.31066899","43020563205.45165","25494329956.961876","607161.05126572","1.22414754662","106.80802405397267","0.00254369","272021","3.148391203704"
"2022-03-08","0.0048740956","17201175.68037328","20237836176.931828","7832834294.171907","202265.66198967","0.656497311275","100.87909375677428","0.00260498","258526","2.992199074074"
"2022-03-07","0.0048743332","17200368.21493626","25340658238.074223","10732259581.029211","281341.50368306","0.848137417233","99.63736258496833","0.00261195","255761","2.960196759259"
"2022-03-06","0.0043146539","17199650.32899931","11340943267.720633","4607194102.335262","119981.0670487","0.448150100911","88.31848804170072","0.0023","205542","2.378958333333"
"2022-03-05","0.0040513384","17198878.85309017","23701286476.93346","10610372504.25444","269408.98660589","0.808947107681","85.31140215345835","0.00216615","226147","2.61744212963"
"2022-03-04","0.0045785272","17198082.37319817","35117713239.06936","14456529619.663319","369671.65710657","1.098982804369","95.61516075301144","0.002445","257979","2.985868055556"
"2022-03-03","0.0048752018","17197401.23986193","33269609945.41572","16228538213.598757","381912.88805287","0.909078463218","100.64668586382003","0.00236856","270823","3.134525462963"
"2022-03-02","0.0044801336","17196797.15356288","36376234075.56716","13827137758.226917","314363.2657043","0.944532576082","106.17878801321795","0.002414","289957","3.355983796296"
"2022-03-01","0.0053368688","17196153.95807569","65598231632.06167","26353688417.098866","594429.02550715","1.718699864315","120.71120103792556","0.00272274","275460","3.188194444444"
"2022-02-28","0.0050735905","17193594.97066231","53378064649.05605","30915241468.23204","715974.41447696","1.464754330601","125.9059564449059","0.00291589","274389","3.175798611111"
"2022-02-27","0.0044808008","17192758.222394","16936790005.998396","6923246934.891373","183812.226348","0.651857008867","91.54951911612851","0.00243064","206112","2.385555555556"
"2022-02-26","0.0041185676","17192089.12043658","13383502407.826841","5801064411.123113","148529.76593343","0.482642770581","95.89893614650626","0.002455385","221994","2.569375"
"2022-02-25","0.0044152863","17191576.15409405","38855118236.42051","15796869349.22715","401712.99095997","1.185713368762","103.53791402749466","0.00263296","260990","3.020717592593"
