"Date","Daily Issuance Rate","Active Supply","Transaction Volume","Adjusted Transaction Volume","Adjusted Transaction Volume (Native Units)","Average Transfer Value (Native Units)","Median Transfer Value","Median Transfer Value (Native Units)","Transactions Count","Transactions per Second Count"
"2021-01-30","0.0045662431","16854742.20947789","15989544392.923563","6996287384.937022","203676.98022483","0.514380920988","129.22851010244176","0.00376212","313065","3.6234375"
"2021-01-29","0.005104","16853381.06072317","29700904667.358967","13005855839.405428","380664.95809233","0.830009472496","170.8307471297485","0.005","339577","3.930289351852"
"2021-01-28","0.004869","16852811.32131586","19857237566.271786","9777231823.986958","291759.36007312","0.646747947547","153.01253915945034","0.004566","325159","3.763414351852"
"2021-01-27","0.004768","16852062.08915583","19722197838.32748","8791815228.65191","289595.64321705","0.69170419479","146.04104830895963","0.00481048","323598","3.745347222222"
"2021-01-26","0.005407","16848995.16624119","16654263314.375032","8397197355.712224","257262.03825314","0.550526722711","138.07349404353204","0.00423011","335923","3.887997685185"
"2021-01-25","0.0047017062","16846936.00012606","15555270636.185106","7203859983.987186","222206.20988775","0.546832774367","150.02299975882937","0.004627525","312958","3.622199074074"
"2021-01-24","0.0046683421","16844307.0371045","8517927678.074314","4090306142.3930492","126964.64182985","0.366826929899","105.58441587951171","0.00327738","254109","2.941076388889"
"2021-01-23","0.00524","16843219.42513949","10401297916.630308","4977262525.666714","155363.29975347","0.392160519794","109.55831884064611","0.00341982","303320","3.510648148148"
"2021-01-22","0.004736","16842853.33178667","18200485787.82513","9215858334.4342","279383.27142591","0.577707880848","153.63729331682757","0.00465759","326671","3.780914351852"
"2021-01-21","0.0043331247","16842055.20245767","19148647981.8642","8774960230.203312","282853.82078153","0.724246607312","167.55061528937463","0.00540086","288464","3.338703703704"
"2021-01-20","0.004736","16840954.14444318","25111763872.933296","9684700131.381977","272689.54630138","0.768153483594","150.97630553465936","0.004251","315516","3.651805555556"
"2021-01-19","0.005005","16839627.09376196","24369718481.64156","12403825640.293001","342173.12050269","0.739873550197","165.55967391801784","0.004567145","326366","3.777384259259"
"2021-01-18","0.004871","16839218.07988378","18529892483.182343","7852108741.005408","214571.92822586","0.59391647982","150.80765707261455","0.00412107","313873","3.632789351852"
"2021-01-17","0.004468","16838598.66631159","12963966041.16629","6204049800.6809","172000.56036664","0.484290607379","115.84167654249251","0.003211585","268872","3.111944444444"
"2021-01-16","0.004939","16837322.89915773","15538969216.00607","6424095166.65096","177572.7341388","0.48332869725","115.7679590556837","0.00320002","308421","3.5696875"
"2021-01-15","0.005208","16836706.15340772","25634571720.69614","11733616301.308247","319627.20903498","0.711616987171","151.17272005255447","0.00411799","345053","3.993668981481"
"2021-01-14","0.004939","16836027.74537526","27986044218.463367","13984850799.828","358167.88697736","0.755118897669","190.4230406690043","0.00487695","338553","3.9184375"
"2021-01-13","0.0051076634","16835510.86382288","22245604104.554886","10402536971.517406","278914.20683843","0.653002795315","186.4827376388075","0.005","320071","3.704525462963"
"2021-01-12","0.0049735053","16834866.72571124","21856265829.076706","11612442177.964092","344455.41009143","0.697582149181","176.78582517872985","0.00524393","336350","3.892939814815"
"2021-01-11","0.005175","16833677.18691614","25855531352.807854","12097550383.256975","343003.03883075","0.771571171393","202.29182287929117","0.0057356","333441","3.859270833333"
"2021-01-10","0.005344","16832881.95396715","19946964221.90548","8183491986.5194","213504.64033443","0.569725213765","135.76137298978347","0.00354197","332604","3.849583333333"
"2021-01-09","0.004672","16831132.70783904","20133571757.617893","9397413287.403553","232778.16327321","0.564150024661","149.15231188800405","0.00369457","318922","3.691226851852"
"2021-01-08","0.004975","16829168.32566174","33804265851.133636","15598673865.863039","382551.05088177","0.799507484818","203.877022817066","0.005","358440","4.148611111111"
"2021-01-07","0.00564702","16827442.08134076","34409492193.8925","15096126876.295162","384951.5801465","0.786745974216","202.78864189154524","0.005171115","402123","4.654201388889"
"2021-01-06","0.00595","16826393.22176577","27545879639.81147","12060888031.85568","329143.2639632","0.680455758298","185.25723596467122","0.005055695","398455","4.611747685185"
"2021-01-05","0.005278","16825013.91873553","22564043027.030334","10039045434.256739","295151.67809298","0.660072432163","181.40722365811865","0.00533344","355008","4.108888888889"
"2021-01-04","0.005816","16824416.08366221","22629592239.451412","10165257692.45113","319640.61369789","0.704833335398","182.56594759593142","0.00574068","370865","4.292418981481"
"2021-01-03","0.005312","16823478.81369916","18603714782.079918","8339129751.90298","250591.11193536","0.583862197707","151.78869267449457","0.004561255","359641","4.162511574074"
"2021-01-02","0.005077","16821033.98457492","22777835986.551018","11908000116.450003","371861.43455427","0.840049147214","165.9828425003998","0.00518329","297595","3.444386574074"
"2021-01-01","0.0050100261","16820407.28695343","14788381667.633093","7242360117.197076","246500.6504974","0.675388569261","118.35366094991444","0.00402828","261318","3.024513888889"
"2020-12-31","0.0055819194","16819797.8256584","18027306558.507557","9291048176.885996","320130.70212567","0.646717523415","151.46076041441898","0.005218705","338444","3.917175925926"
"2020-12-30","0.005784","16818625.47431779","21310776025.55195","9670858724.205616","335274.33690383","0.757513758098","158.64537523009946","0.0055","340919","3.945821759259"
"2020-12-29","0.005112","16817969.04271748","19277091372.523018","9237480377.11381","339224.09607349","0.765763272102","153.3514330103235","0.00563146","334580","3.872453703704"
"2020-12-28","0.005381","16817050.1840527","19152529347.46115","10751432233.064526","397621.711422","0.809730489515","149.0614417034307","0.00551276","314503","3.640081018519"
"2020-12-27","0.004977739","16805186.33157489","14044240060.344297","6391998634.32815","241838.49701665","0.657102107082","137.84643226274483","0.00521536","304240","3.521296296296"
"2020-12-26","0.004608","16803636.94356174","11693647888.89962","5126191364.772361","193601.41171951","0.577702712507","140.49329131790233","0.005306025","277615","3.213136574074"
"2020-12-25","0.004844","16802416.71111716","9054934318.292664","4052615564.906864","164278.59136222","0.466259373293","123.71968279546992","0.005015155","298020","3.449305555556"
"2020-12-24","0.004238","16801963.5531982","12457413174.76213","6661230977.311185","280974.1050458","0.686637082145","139.71678650943088","0.005893325","271363","3.140775462963"
"2020-12-23","0.005181","16801390.94535279","16679593824.364042","9096949129.700262","390305.20424393","0.75395586767","152.6347722181396","0.0065488049999999996","337585","3.907233796296"
"2020-12-22","0.0048107193","16800869.1870812","17521242942.585587","10497455528.067587","441869.96160716","0.826941457701","154.70485966083928","0.006512","322307","3.730405092593"
"2020-12-21","0.004575","16800051.7850342","13561153547.932234","7198666128.595181","313839.42258794","0.770802553472","153.54124339820132","0.00669392","274086","3.172291666667"
"2020-12-20","0.0050803273","16799605.17169782","8477995782.944309","4348522072.8664","184818.95227156","0.47372497741","105.87847776101685","0.0045","282293","3.267280092593"
"2020-12-19","0.0053161093","16798377.47415322","9997164665.568617","4493162472.529493","188339.06726356","0.47089431037","121.45507255412748","0.00509101","339766","3.932476851852"
"2020-12-18","0.005283","16797869.58531971","19931664865.52773","9613686416.138996","417102.02690753","0.836602300277","157.140599342449","0.006817745","377227","4.366053240741"
"2020-12-17","0.0043408278","16797218.00658054","18672445247.2747","8116839474.789623","356169.39002897","0.932640420356","193.02509501413408","0.00847","308001","3.564826388889"
"2020-12-16","0.004812","16796713.67167507","17107055409.640284","6077618530.218516","284389.97093216","0.891342186025","146.04151885592455","0.00683372","313973","3.633946759259"
"2020-12-15","0.004711","16796128.11334798","11531996256.392252","5435641567.391765","279717.83467992","0.680412364682","131.28617901139373","0.00675598","322798","3.736087962963"
"2020-12-14","0.0048799015","16795363.43904549","10013271158.331738","4650465684.456159","241122.29230847","0.622939231969","123.46761005732","0.00640168","313940","3.633564814815"
"2020-12-13","0.00525","16794481.76690676","8880604873.383808","4942222506.152829","257997.55794121","0.640412310357","101.56190978876224","0.00530181","274709","3.179502314815"
"2020-12-12","0.004443","16793931.40368151","6977038593.1984825","3374401703.958462","179362.7176133","0.473065116393","102.66004466900205","0.0054567850000000005","296177","3.427974537037"
"2020-12-11","0.004645","16793221.11544239","9753092269.925314","4214982124.2575755","233364.97208779","0.628992557548","121.3569656127858","0.006719","304342","3.522476851852"
"2020-12-10","0.004376","16792400.955704","11132689693.09998","4748485514.533403","259553.16965068","0.713787247649","124.78878515917671","0.00682098","311527","3.605636574074"
"2020-12-09","0.0046790785","16791738.19835733","10635229730.116486","5206608316.945819","280306.50465841","0.637344516607","127.5152930874401","0.006865","323845","3.748206018519"
"2020-12-08","0.004848","16791133.31982432","9480289816.95772","4984120574.391786","271747.80630416","0.582952525249","121.90826325630195","0.00664677","329557","3.81431712963"
"2020-12-07","0.00505","16790509.40707195","8943688904.752756","4437443412.359056","231331.58718257","0.569259084762","131.80735486949422","0.006871345","305857","3.540011574074"
"2020-12-06","0.004579","16789645.64412618","5835521264.191044","2457858456.9611692","126979.67691583","0.44296121106","101.21416421597254","0.005229","256611","2.970034722222"
"2020-12-05","0.004848","16789048.07524992","6395170442.765394","2702078531.3944907","141361.77832385","0.429322559302","100.88473990900732","0.00527788","283933","3.286261574074"
"2020-12-04","0.004849","16788038.93722544","10849823674.199778","4831720513.450556","257926.0663823","0.670810016416","128.13349490243598","0.00684","315591","3.652673611111"
"2020-12-03","0.005287","16786996.46554435","9315479245.941639","4887918349.769998","251044.69556425","0.517252161878","132.60304124031","0.0068105249999999996","343706","3.978078703704"
"2020-12-02","0.004411","16786462.18717182","9589924757.488043","4825859815.0301895","251152.32396575","0.557826067507","143.7272442732741","0.00748","327335","3.788599537037"
"2020-12-01","0.005119","16786031.09329045","14821154739.557508","7205136370.973479","382832.28955848","0.776075348898","154.1407777967972","0.00819","378285","4.378298611111"
"2020-11-30","0.003806","16784742.03134227","12584744700.346483","6175725253.47301","314056.00295737","0.861213880185","155.30349363310248","0.007897695","262264","3.035462962963"
"2020-11-29","0.005052","16784361.59748405","7727283794.852778","3228413508.939651","177474.41780328","0.613881177875","102.9966882769426","0.005662","259705","3.005844907407"
"2020-11-28","0.005187","16783316.45433368","6027346243.747379","2830387015.6278777","159499.96248557","0.44201112449","104.53198431934999","0.00589066","292638","3.387013888889"
"2020-11-27","0.005187","16782895.10653013","11309265098.039415","5627533390.613239","329064.6721638","0.75505526136","125.67172833431671","0.007348535","323696","3.746481481481"
"2020-11-26","0.0050525423","16782519.79921194","12409757843.545294","5850254875.215079","341845.95428156","0.833082683007","144.39510359375228","0.00843739","321713","3.723530092593"
"2020-11-25","0.0052212242","16780899.3692669","11004435810.604757","5297341178.870497","282549.06846702","0.602011026537","140.5867050965516","0.0074986","362628","4.197083333333"
"2020-11-24","0.004581","16780444.23962651","11855731994.488739","5859063159.527403","305952.28985175","0.697578954055","157.33693059447137","0.00821592","330918","3.830069444444"
"2020-11-23","0.004952","16780144.69778615","9597531067.80515","4443613213.620914","241852.22194759","0.642557001702","131.7979922837643","0.00717336","301519","3.489803240741"
"2020-11-22","0.005862","16778265.27717862","6383949786.309311","2584144254.710974","139814.27415364","0.479394058364","102.13572913682479","0.00552602","273653","3.167280092593"
"2020-11-21","0.0056939925","16777748.47072396","7632512828.355576","3387213882.976861","181070.62822851","0.507990018137","107.01609507237855","0.00572077","308830","3.574421296296"
"2020-11-20","0.0056606226","16777183.15630774","12671470530.1439","6233551023.635293","333991.84970601","0.73215634439","128.07311072997868","0.00686212","346562","4.011134259259"
"2020-11-19","0.0046163642","16776014.19937205","8741735201.343117","3953674014.3927054","221883.80565059","0.582807086174","140.414672791757","0.0078802","309724","3.584768518519"
"2020-11-18","0.005695","16775533.90893555","13153949147.70723","6294334206.344358","353521.13391882","0.759303840386","150.20036504214843","0.008436","362407","4.194525462963"
"2020-11-17","0.005291","16774462.689274","10798359211.209856","4808178532.466848","271922.43675595","0.655822416543","146.06205558504018","0.008260415","350945","4.061863425926"
"2020-11-16","0.005392","16774102.7712783","8366978190.5813875","3960021113.57483","236517.25233717","0.60850238","134.64847693657896","0.00804205","312340","3.6150463"
"2020-11-15","0.005055","16773213.14933998","5481199114.019161","2435654987.2526445","152354.55780027","0.516408784074","99.75479326048497","0.00623984","248137","2.871956018519"
"2020-11-14","0.0047860913","16772699.34159701","5472259621.186546","2561325845.4368525","159068.70277318","0.462124338178","100.83046468593528","0.00626198","272079","3.1490625"
"2020-11-13","0.004685","16771851.31502859","8904317173.705074","4185053175.249439","256279.0624086","0.658392511328","130.36746349429512","0.00798328","301426","3.488726851852"
"2020-11-12","0.005393","16771331.68950834","10467620507.497824","5222920184.570518","320624.89459603","0.722779179408","133.13853048778398","0.008173115","329630","3.815162037037"
"2020-11-11","0.004955","16770246.44005401","8876139734.858477","4466541199.1533165","283928.08737198","0.663389270187","131.38732571552544","0.008352","318925","3.691261574074"
"2020-11-10","0.004956","16769758.24696078","9499874793.034527","4678510175.195467","305400.22087729","0.739667724058","126.70021417871214","0.00827064","308276","3.568009259259"
"2020-11-09","0.006237","16768786.33179163","9240707196.282425","4587932842.007297","299476.94230309","0.71311695291","125.6225237747516","0.0082","320528","3.709814814815"
"2020-11-08","0.004653","16768132.86420539","6525477657.11275","2807228862.3573937","181111.5312437","0.637305896259","103.54000472402109","0.00668","243396","2.817083333333"
"2020-11-07","0.004923","16766120.89283573","6607431073.170242","3113638676.22572","209441.95150786","0.600303781456","101.73582807996515","0.00684336","273328","3.163518518519"
"2020-11-06","0.005159","16764406.28608788","11041837623.336105","5377085259.161667","344266.26137032","0.798252891579","138.2197845058666","0.00884948","334639","3.873136574074"
"2020-11-05","0.004957","16763754.09253099","13041355390.835175","6896636524.730052","441908.89572953","0.947055166139","164.80787925148633","0.01056023","319993","3.703622685185"
"2020-11-04","0.005362","16762948.75860291","8620247342.226595","4860452482.357892","344001.80499954","0.71684826538","121.93454892716245","0.00863","319925","3.702835648148"
"2020-11-03","0.004721","16762010.9507062","13539489218.474785","7255376515.388051","518355.38822469","1.102766837825","132.18826871589286","0.0094441","330051","3.820034722222"
"2020-11-02","0.003204","16761657.52694252","8875415513.277763","4481868262.5195","329656.6447598","1.0060906","136.38649105099725","0.01003169","225214","2.60664352"
"2020-11-01","0.004216","16760682.91318422","5461435380.134227","2251842648.4339733","163926.55875349","0.54255958","99.99693505044809","0.00727944","276664","3.20212963"
"2020-10-31","0.003811","16759923.48737972","6238905999.548042","2599390842.876686","188262.9725912","0.60939079","110.51682577588876","0.00800427","274513","3.1772338"
"2020-10-30","0.003744","16759572.7991887","7701717115.377156","3528805738.107208","259408.14009572","0.73411579","137.6653564397309","0.01012","267995","3.10179398"
"2020-10-29","0.003643","16758785.09939941","8196015092.810087","4101866473.4174185","304400.76637606","0.77704292","131.60530551078023","0.00976647","277836","3.21569444"
"2020-10-28","0.003373","16758436.66974521","8985179733.057463","4659638695.571997","350603.71705127","0.94098043","142.29051357114147","0.01070632","259212","3.00013889"
"2020-10-27","0.00334","16757751.07699949","8499970979.540539","4380795661.009948","320338.41512951","0.86243342","144.4393794149166","0.01056189","255102","2.95256944"
"2020-10-26","0.003711","16757038.51093757","7810949969.572743","3594324150.6494927","274781.63969605","0.855927","128.59867774351434","0.00983121","255058","2.95206019"
"2020-10-25","0.003947","16755954.17707446","5040222026.023604","2100008193.3270555","161023.30889913","0.59241872","95.21284788938902","0.00730068","242596","2.80782407"
"2020-10-24","0.005128","16755183.10247595","5955054801.703635","2164207987.217304","165032.02296477","0.56914205","92.86020965347012","0.00708107","304224","3.52111111"
"2020-10-23","0.00442","16754477.60636423","6880712493.819474","3189293220.9777555","246212.26158552","0.62129486","111.28965031003266","0.00859152","321018","3.71548611"
"2020-10-22","0.004622","16753778.37219265","11299272715.626612","5524846229.211101","425069.93721847","0.95374045","133.04682241232226","0.01023634","341549","3.95311343"
"2020-10-21","0.004386","16753342.27951076","8889324823.11118","4511064634.633892","351096.85400679","0.84100669","128.7057717313934","0.01001719","308240","3.56759259"
"2020-10-20","0.004859","16752663.00529699","6812295702.204453","3429211128.79857","287457.43052045","0.66435568","119.294572507306","0.01","331386","3.83548611"
"2020-10-19","0.004218","16751943.43374492","7520088173.59401","4028416894.5134277","342966.23389156","0.79303636","114.88343769233823","0.0097808","303148","3.50865741"
"2020-10-18","0.004049","16750955.88548867","3275393748.0732327","1373305893.4810448","119525.76211324","0.45113299","94.9802287924655","0.00826661","234650","2.71585648"
"2020-10-17","0.005298","16749967.24322623","3601289158.7013826","1498925448.9213417","131915.12271716","0.43199105","95.1180173619952","0.008371","278655","3.22517361"
"2020-10-16","0.005231","16749319.93846818","6095085862.287872","2948083883.469417","259995.34504835","0.62603993","104.2941898120819","0.00919784","319791","3.70128472"
"2020-10-15","0.005096","16746138.55826929","6298221325.247776","2670249416.8905916","232143.4955684","0.61242243","104.76228920244306","0.00910772","337702","3.90858796"
"2020-10-14","0.005029","16745429.04557945","5965972105.982775","2895743233.8621516","253631.93594831","0.61096493","112.98039093390032","0.00989571","318750","3.68923611"
"2020-10-13","0.005603","16744345.54064902","6588571504.481232","2986253052.921463","261150.95800343","0.65019283","103.49252803699196","0.00905053","330320","3.82314815"
"2020-10-12","0.00503","16743606.94296691","6606489451.774106","2635536324.455949","228216.54681108","0.70798678","108.85188403692734","0.00942571","315903","3.65628472"
"2020-10-11","0.004726","16742884.67031953","4696431274.745005","1688026682.8978744","148355.39948874","0.61886624","92.91648476418203","0.00816614","257292","2.97791667"
"2020-10-10","0.004828","16741038.88729987","5836006274.006136","2214604995.2758536","195933.2518276","0.67290001","97.80122454117122","0.00865279","294652","3.41032407"
"2020-10-09","0.004794","16740012.2460141","7474255619.318897","3330446099.0241876","300741.82031597","0.76732801","108.27361575688768","0.00977719","339374","3.92793981"
"2020-10-08","0.00547","16739304.19764592","6617835889.962168","2651431473.7289877","243194.16029785","0.71656499","109.0556026686851","0.01000278","329472","3.81333333"
"2020-10-07","0.005098","16738723.90335706","6870994027.763362","3123668962.478819","292829.47765443","0.6879717","104.87089484004578","0.00983116","369576","4.2775"
"2020-10-06","0.00439","16737649.06620217","5794844962.980551","2531827518.7312465","238933.39612191","0.65062047","109.01220620028595","0.01028769","318289","3.68390046"
"2020-10-05","0.004727","16736902.25701156","5729012902.349037","2393452456.849392","222178.91199627","0.69313634","115.61192525480953","0.010732","295868","3.42439815"
"2020-10-04","0.005336","16736403.13911348","3526041536.548326","1369607324.6603894","128413.30382641","0.4598325","88.91264977176138","0.00833638","274508","3.17717593"
"2020-10-03","0.005099","16735535.89819732","4208833098.140127","1677005967.0241277","158871.99368309","0.51584619","89.47480376860793","0.00847644","303899","3.51734954"
"2020-10-02","0.004593","16734674.84856065","8375919491.7351465","3318846849.743706","313984.26382028","0.93407706","111.0817690731874","0.01050905","315938","3.65668981"
"2020-10-01","0.004188","16734185.26584505","6435178954.183703","2972529402.9196057","280252.34716409","0.74109756","115.90922027632453","0.01092801","304377","3.52288194"
"2020-09-30","0.005269","16733622.9177579","6695088274.106661","3054834461.3855104","283581.01624564","0.66851819","107.72351766803","0.01","351403","4.06716435"
"2020-09-29","0.004763","16732747.82588168","6656241638.703141","2962288832.7977524","273245.07227865","0.68833889","114.41655323378964","0.01055392","345931","4.00383102"
"2020-09-28","0.004358","16731962.04716051","5770799288.794931","2627055632.310797","244892.68055392","0.69086198","113.21682359493724","0.01055401","297685","3.44542824"
"2020-09-27","0.005135","16731176.43373426","3614384356.642788","1549945370.1311142","144062.70874591","0.50510225","96.28534486518396","0.00894943","258919","2.99674769"
"2020-09-26","0.005067","16730560.03191273","3685289550.4145617","1562658022.614482","145471.38310768","0.45761844","97.9262828762203","0.00911618","281747","3.26096065"
"2020-09-25","0.005709","16729641.3471876","6616222749.438488","2978571796.9784074","278797.71529838","0.68816742","105.28183755706075","0.0098545","345399","3.99767361"
"2020-09-24","0.004629","16728886.98376941","7059303821.491527","2950641291.744519","274758.31613549","0.7892269","114.46842275344184","0.01065909","318555","3.68697917"
"2020-09-23","0.004798","16728453.94382439","7159031964.740302","3501813894.5305753","342197.92658377","0.76208349","102.92100108053633","0.01005746","349540","4.04560185"
"2020-09-22","0.004359","16727627.58499163","6709740990.660917","3410040631.4852943","324153.30484497","0.77965977","111.68261010512296","0.01061638","311008","3.59962963"
"2020-09-21","0.0049","16726514.34779845","5575542794.425538","2510036699.3437233","240071.30380663","0.66831789","105.26204706167339","0.01006774","299730","3.46909722"
"2020-09-20","0.004799","16724986.92858555","3456172708.8242","1485055939.5463712","135978.96553043","0.46527402","85.96647748495113","0.00787151","261651","3.02836806"
"2020-09-19","0.005035","16724136.00050826","3933211219.839471","1933981656.8890889","174645.12893178","0.46206551","96.92469508353336","0.00875263","292875","3.38975694"
"2020-09-18","0.005576","16723162.95500811","6104088065.890131","2932906231.6072774","268578.38133348","0.6484535","109.201128439509","0.01","326660","3.78078704"
"2020-09-17","0.006016","16722181.10038987","5921922336.207919","2469725416.443315","225828.39292757","0.58959347","107.40215957830496","0.00982071","347774","4.02516204"
"2020-09-16","0.005239","16721313.89016667","6126910730.902679","2995117749.7340474","273069.85942052","0.61392173","109.683205465809","0.01","340027","3.93549769"
"2020-09-15","0.005273","16720367.04609345","6441265597.513325","2917985545.069996","270700.65881467","0.66667966","112.26660661205733","0.01041494","335248","3.88018519"
"2020-09-14","0.005949","16719708.73255496","5923469784.495466","2602535570.044417","244078.02056532","0.6149232","107.69208496096459","0.01009987","353963","4.09679398"
"2020-09-13","0.005476","16719003.44104052","3655160568.6288624","1376641709.9418018","133362.90245556","0.51921628","92.9027125336059","0.009","256977","2.97427083"
"2020-09-12","0.005747","16717993.13697554","3751772723.903402","1649263279.662565","158021.15384058","0.46827783","98.34972950896939","0.0094232","297027","3.4378125"
"2020-09-11","0.004666","16717335.33528713","5863875100.108179","2898897841.807732","279088.48107871","0.68326153","106.2001200422679","0.01022431","308280","3.56805556"
"2020-09-10","0.005342","16716291.76484287","5519834928.039582","2508810727.7051325","242757.65561414","0.58015762","103.73271914516478","0.01003739","343183","3.97202546"
"2020-09-09","0.005038","16715296.22481265","5551500055.844299","2520749323.332604","246573.59412952","0.62506753","114.51837392490741","0.01120191","321941","3.72616898"
"2020-09-08","0.005241","16713884.13560688","5407487519.023729","2402878320.9610453","237705.50761392","0.6263303","108.75709034009536","0.01075883","329714","3.81613426"
"2020-09-07","0.005918","16713138.35252544","5939203421.519548","2373004760.778594","228880.45940296","0.68178812","103.678783543542","0.01","328020","3.79652778"
"2020-09-06","0.005073","16712388.37914059","3523249922.8327694","1491984093.008751","145512.57720433","0.50412115","90.02397310455326","0.00878","258964","2.99726852"
"2020-09-05","0.004769","16711487.66257599","4807445866.499486","2082673110.7522454","205622.11445691","0.55478774","96.66463450613128","0.00954369","324594","3.756875"
"2020-09-04","0.004566","16710955.81893889","8524640412.8010845","3964343203.589926","378567.21909892","0.97162379","121.85797964563938","0.01163659","300021","3.47246528"
"2020-09-03","0.004363","16710318.64635801","7473739825.034092","3235883840.7317963","315342.35771036","0.85858343","115.13396727488845","0.01122","309835","3.58605324"
"2020-09-02","0.004871","16709420.95240948","7843804233.873121","3481998374.86327","305049.89172116","0.78393575","117.80527547402453","0.01032065","320017","3.70390046"
"2020-09-01","0.005209","16708528.91703541","7466728404.190783","3256474944.2226667","272044.75246594","0.64436162","120.07233579922992","0.0100308","371778","4.30298611"
"2020-08-31","0.005074","16707304.79087713","7909705223.722536","3116243991.4527","266839.44774645","0.82828963","120.40295273480744","0.01030993","310357","3.59209491"
"2020-08-30","0.004296","16705934.49348686","4614326296.954058","1989287564.3339562","170039.4626621","0.57497841","100.14112731451506","0.00855982","266126","3.08016204"
"2020-08-29","0.004939","16705380.66156978","4430516345.90974","1805571616.3128874","157132.44793253","0.50595951","99.55734387238687","0.00866412","291205","3.37042824"
"2020-08-28","0.005515","16704733.11363227","6869496589.3040695","2822042104.8287907","244801.41730604","0.66412197","106.942441707567","0.00927685","352344","4.07805556"
"2020-08-27","0.004365","16703880.42956256","6676959476.4460745","2646711009.69722","233918.45582784","0.68290317","113.146737410286","0.01","324735","3.75850694"
"2020-08-26","0.004805","16703223.16750172","6523907251.702776","2743622135.1064973","239157.11188983","0.6611587","109.08450291266142","0.00950872","328396","3.80087963"
"2020-08-25","0.004331","16702470.62063518","6579436999.445489","2646190636.5232635","232971.01541347","0.70781246","113.60839595687759","0.0100021","301021","3.48403935"
"2020-08-24","0.005042","16701792.64954574","6103529984.937373","2299912237.5031524","195381.2345136","0.60924143","109.75190012985493","0.0093236","334304","3.86925926"
"2020-08-23","0.005313","16700476.59282673","3445579156.7180815","1273184909.3261185","109140.02684932","0.41144465","94.50111757124385","0.00810083","287940","3.33263889"
"2020-08-22","0.004603","16699793.60065779","4336330275.892804","1623973228.4401085","139011.55908192","0.46890254","100.17189113197952","0.00857468","308966","3.57599537"
"2020-08-21","0.005246","16699249.9541061","6006616834.561035","2373319680.7160387","205933.33424042","0.6239108","109.34230998492671","0.00948765","313078","3.62358796"
"2020-08-20","0.004941","16698089.94358661","6697437903.486407","2542039500.8871546","214201.40241705","0.65497599","108.503907778319","0.00914293","331546","3.83733796"
"2020-08-19","0.004671","16697217.2885837","7492295420.756348","3450313574.8554387","293972.73117233","0.71147808","114.8945975994167","0.00978922","336660","3.89652778"
"2020-08-18","0.004739","16696569.08158482","8429493312.220532","3798018916.3546095","316694.33774851","0.78379783","121.04671798776575","0.01009337","345122","3.99446759"
"2020-08-17","0.004231","16695487.46146413","8747155455.1395","3481036444.7580323","282648.87929715","0.91537893","123.157624166569","0.01","289826","3.35446759"
"2020-08-16","0.005145","16694962.24167365","5645427368.094906","1884745722.274764","158386.74835053","0.63839995","96.17136578099198","0.00808187","293129","3.39269676"
"2020-08-15","0.005281","16693925.63932444","5679091294.379746","2080998516.712459","175361.44230914","0.5894554","95.64729751215215","0.00806","309355","3.58049769"
"2020-08-14","0.005654","16693011.8368805","8472406892.486045","3358251655.503322","285216.17253772","0.76819071","105.9696742670955","0.009","364429","4.21792824"
"2020-08-13","0.004977","16692207.92804924","7393306441.533242","2838759984.971487","241115.42830201","0.72315388","115.85072945697756","0.00984","330257","3.82241898"
"2020-08-12","0.005316","16691480.08096276","7697182184.153109","2958167778.2010813","255553.93637407","0.74399438","112.56236688650017","0.00972418","342524","3.96439815"
"2020-08-11","0.005215","16690434.54431607","7211559830.974702","3045645926.599106","267334.42236581","0.69226861","112.38467435979106","0.00986467","348465","4.03315972"
"2020-08-10","0.004639","16689800.4633011","7324100035.860135","3000428592.385231","252766.23285264","0.75529085","118.78263340457933","0.01000665","307280","3.55648148"
"2020-08-09","0.005283","16689019.59598397","4534981031.630473","1636622997.5332084","140115.62555223","0.5429646","98.03516628005002","0.00839305","275199","3.18517361"
"2020-08-08","0.004809","16687956.44891672","4738459586.1457815","2023800946.2953691","172340.92294388","0.53711817","99.29030862133085","0.00845527","277399","3.21063657"
"2020-08-07","0.005148","16686908.84318327","7512023368.415066","3663946513.5248933","315885.53215759","0.74483652","105.27131525745581","0.00907592","327415","3.78952546"
"2020-08-06","0.005284","16686183.41771543","8366950492.188236","2999792304.6321144","254882.61690412","0.76895738","115.43055909829326","0.00980776","355285","4.11209491"
"2020-08-05","0.004369","16685651.65011591","6013768625.634974","2657264261.7150817","226701.20806029","0.65414356","121.90296010459424","0.0104","291603","3.37503472"
"2020-08-04","0.004912","16684422.7471332","6354748790.307097","2792631648.632266","249283.08683536","0.64740608","112.02651909059","0.01","331448","3.8362037"
"2020-08-03","0.005488","16683579.40012647","7670819306.915644","3123235521.8192453","277964.48255857","0.78963824","112.360956805377","0.01","334722","3.87409722"
"2020-08-02","0.004777","16682949.8586451","4667125234.312322","1954488923.0122","176174.98458496","0.55449892","99.98208791056952","0.00901225","287133","3.32329861"
"2020-08-01","0.004641","16681671.04428445","5452489028.037171","2361093346.0605464","200133.66474052","0.60256615","108.35855029161259","0.00918481","292274","3.38280093"
"2020-07-31","0.005184","16681028.694267","7006376256.1319475","3211192251.3791246","283218.94167649","0.68065303","113.76441080425401","0.01003373","355688","4.11675926"
