"Date","Bitfinex Net Flows","Binance Net Flows","Adjusted Transaction Volume (Native Units)","Average Transfer Value (Native Units)","Median Transfer Value","Median Transfer Value (Native Units)","Transactions per Second Count","Telegram Users"
"2021-02-17","90964487.48312317","34918423.48245351","4767313.56062091","8.359371815851828","352.6296289336327","0.19110231736937988","14.566006944444",""
"2021-02-16","35677969.61783132","34599017.05823739","5976245.476911584","12.374793162695882","339.58671211528195","0.1907126349","14.09625",""
"2021-02-15","-14225829.301484087","4144889.202964054","4532489.722191063","9.207394088176903","362.16771631390264","0.202607838922223","14.010416666667",""
"2021-02-14","33761614.79351025","-87242756.13600819","3868531.2297400627","7.878315652635872","327.60453529248593","0.180840451","13.966030092593",""
"2021-02-13","-23420528.662817277","191293262.05597726","3441629.938042431","6.180514155117681","349.70131119429476","0.19220558999999998","14.494953703704",""
"2021-02-12","23377269.022366103","-75422851.79407682","5207081.964468362","8.68259122101485","318.6980319499601","0.17260002000000002","14.934027777778",""
"2021-02-11","11974793.082989106","-88866317.83841746","4103988.7508730837","6.901323556974154","289.178566152051","0.16195189563861628","14.705104166667",""
"2021-02-10","-21070643.372185357","86807039.01894127","5092457.976338095","8.626791063971211","299.180850475897","0.1711353564","15.281909722222",""
"2021-02-09","-7876095.3397873035","-103496926.0370799","5057578.433601156","8.367030395932703","354.166564114552","0.2","15.365092592593",""
"2021-02-08","-5750773.962917473","32008147.819330778","8393007.27496044","12.651863772165672","348.708958270018","0.2","14.765497685185",""
"2021-02-07","34338043.938269645","-96646661.8283693","4611121.490585734","8.38241577037488","284.2567490407169","0.17589681","14.24349537037",""
"2021-02-06","36913020.056149304","-98456268.81509237","5839997.672399759","11.072489232367236","307.6188683914363","0.18270323955458379","14.210972222222",""
"2021-02-05","-111537370.57218908","36121105.25788537","5696510.758164602","9.190993181275324","349.61008908903733","0.20320515249999999","15.241944444444",""
"2021-02-04","-152978736.53852236","-111551147.3405369","11977828.926790973","23.93291759097338","356.3373494436803","0.221548059","15.160451388889",""
"2021-02-03","-127369965.57179776","67136855.37167382","5574660.347014453","8.451881947437753","337.4911509792811","0.20336672045257048","15.218819444444",""
"2021-02-02","20731697.917472854","292143154.3991992","7017026.60324288","11.716874701759584","304.833650379894","0.2","15.079756944444",""
"2021-02-01","-16138467.190374535","888989.9889098078","4412011.889893567","7.306988201193445","247.21822856629254","0.18045719","15.051516203704",""
"2021-01-31","-81859379.88093269","-19678823.388117887","5024580.315464636","9.394115295084193","212.55983501510275","0.16135455396997506","14.408842592593",""
"2021-01-30","-64773292.89849039","-65716584.50878037","5222976.877713339","9.620519552503332","200.0809386440676","0.145","14.100011574074",""
"2021-01-29","-83296658.40011379","-43999635.73048673","7119998.993947895","12.157375891128922","248.32189672121618","0.1795","14.976423611111",""
"2021-01-28","-91507445.91435762","88033391.41006705","5422125.010358209","11.910968682055616","206.38397570170082","0.15381418000000002","13.782800925926",""
"2021-01-27","77426266.93344651","-75051233.76216957","5748692.901901448","12.168445032838022","198.42654787612057","0.15925874634121712","13.205787037037",""
"2021-01-26","94031395.99424526","-56084401.8123153","6366680.587511148","12.816648355173252","167.0384610367929","0.12265564","13.826331018519",""
"2021-01-25","-75981375.41612263","57026127.45066929","6547474.185594305","13.257483999900748","218.3084024138425","0.16468554","13.972951388889",""
"2021-01-24","4805161.19430476","114679560.02862799","5006608.985042834","10.990165100596903","199.11312244580228","0.14353285317823497","12.936851851852",""
"2021-01-23","-110309155.81734397","-21248165.30174897","4702895.376277257","11.535351357808663","131.3046589707325","0.1065126","13.202152777778",""
"2021-01-22","-282032915.25826645","19603416.93988574","7561748.039852244","15.443670566138074","185.3058071887785","0.15","13.68974537037",""
"2021-01-21","-229294875.58067545","6767565.810202289","6896372.432944002","14.450947293999329","176.6530074047757","0.15595822","13.636458333333",""
"2021-01-20","-839561452.953083","-49536096.72231687","7162603.156891274","12.714093188385476","166.02126260863375","0.1213762729423295","14.050115740741",""
"2021-01-19","47707632.285855226","204971002.00928622","8318149.47217066","15.666889353137547","238.3791063639343","0.1719801","14.493472222222",""
"2021-01-18","-8193810.726834498","-71429232.41599292","4035777.478743065","7.928742877469632","172.19905859754166","0.137522","14.096678240741",""
"2021-01-17","-4281858.842052727","11179743.899935123","3604002.9780227565","7.976983809177602","166.54278432062583","0.1340871028073558","13.114537037037",""
"2021-01-16","35231357.765958905","21301311.382111233","5325442.432128403","12.22866468433507","161.3744929738166","0.13103791259212097","13.811793981481",""
"2021-01-15","-29945295.12133162","134886015.98071095","5911271.106860034","12.74344932285767","157.17743582823795","0.13461042240505028","14.203553240741",""
"2021-01-14","-732562973.6872371","-27998560.70456267","9138213.72573075","18.299914935577647","182.1784154120618","0.15023546730978193","13.710694444444",""
"2021-01-13","-2794933.9333501616","-52007516.3203938","5579554.173296112","12.24071279165262","146.48834910117247","0.12987399","13.038564814815",""
"2021-01-12","-49351327.039161675","-10235189.075473754","6394718.827721663","14.831409938213607","165.71670274302542","0.159521","13.489675925926",""
"2021-01-11","97108348.73112638","-96551658.6512863","9022105.217544017","17.112011393182208","235.8857989702859","0.217826725","14.818113425926",""
"2021-01-10","-14370210.124424076","115243141.89538859","4498629.925931379","8.86190132332024","177.04533542051172","0.13990853586776855","14.011608796296",""
"2021-01-09","12379437.954075854","42513096.253997736","4797633.341298743","9.527144227755572","200.22476814272682","0.1555783999831265","14.256469907407",""
"2021-01-08","-39570931.896718174","62569596.45207263","7382379.967374977","12.834790146389592","191.36570271094251","0.1568724707119225","14.9184375",""
"2021-01-07","-134867491.70499554","5661875.720910647","6859090.8635868","11.791081064879775","177.97346998914156","0.1458542836540949","15.029722222222",""
"2021-01-06","-92214545.08850218","-74963931.54346424","6908349.363160986","12.070220634420014","197.8054493139554","0.16492688","14.819837962963",""
"2021-01-05","-100387743.31654394","10889062.139054712","6042754.561173483","10.991521037059844","211.40918292637093","0.19191802407088987","14.565289351852",""
"2021-01-04","-232907812.9286964","132576101.18846464","9398574.09198024","15.720235136595353","207.7267901772501","0.2016141615313457","14.758900462963",""
"2021-01-03","-100328187.1245536","80596281.91688214","7729992.105029121","14.187350477384594","198.0730649912332","0.2","14.287256944444",""
"2021-01-02","-3120134.2494490873","7773445.2442597905","4895061.866660044","12.608328579056744","147.18617953472815","0.18984499","13.551377314815",""
"2021-01-01","-6251780.838476572","30152800.756596226","3572367.425863077","7.778946861962951","105.24216028472604","0.143987","13.156388888889",""
"2020-12-31","-722525.2162530331","-32709632.939968485","4956469.509561014","11.293805414493793","115.90628547332484","0.15683657817414737","13.470787037037",""
"2020-12-30","-5701140.378283706","-60620144.69023238","5387855.791804084","11.799204599972615","112.68120955581524","0.15","14.208946759259",""
"2020-12-29","-12026991.069661828","691336.0113681242","5555037.943419768","11.161491380264094","117.88509582261615","0.1610592294845564","13.966469907407",""
"2020-12-28","-36859947.897926494","69018709.85820337","5088150.07183706","9.90999791819494","143.49051182678528","0.1964228855529363","14.546099537037",""
"2020-12-27","-20404589.942000218","55057812.80925711","4832457.064540172","9.913089875803031","103.89536683069136","0.15090527450776714","13.626990740741",""
"2020-12-26","11523970.359431906","-7711178.313209941","3229618.2830536603","7.564599798965563","91.36479581651912","0.1436989790601065","13.189375",""
"2020-12-25","2131725.120700273","-15362553.252388343","2560231.111132052","5.928477073299069","99.68822267447315","0.159287","13.199270833333",""
"2020-12-24","2921983.467461585","-28391265.708697","4147734.2899370613","10.076982876928625","100.57977966735072","0.16437463038724442","13.22619212963",""
"2020-12-23","-5017756.332148626","26636246.9725509","4509130.849399435","10.578043680790598","86.29120688351377","0.1466268641","14.517453703704",""
"2020-12-22","18401336.115187727","10061656.145898048","4344139.130927607","9.386193689925374","107.8098955581531","0.17","13.276631944444",""
"2020-12-21","18082464.9426369","2829763.128537589","5241492.8638510825","13.08040642889375","122.5092994739918","0.2","13.274872685185",""
"2020-12-20","-1440479.804794477","-3240717.8056921056","2779639.946690866","7.6105285489194765","95.01295360412091","0.148792075","12.434085648148",""
"2020-12-19","1844691.894205728","-66394779.94938854","4950503.820173651","9.749796152042197","131.9428090005844","0.2","13.459166666667",""
"2020-12-18","-30015103.018069897","1359448.1363470026","4024503.922680417","8.675693869488535","70.41709410122736","0.108","13.818865740741",""
"2020-12-17","-50396042.797159456","25162885.501376424","6761480.822912285","13.000248694620641","64.56313554996424","0.100442323850273","15.535659722222",""
"2020-12-16","5109572.109092983","15922718.846883975","4396097.70358294","9.319398495070866","67.93794558006502","0.10678624719114851","14.603784722222",""
"2020-12-15","4509508.508931466","3515913.03267527","3423160.2216165666","7.648051268968095","64.79008985154881","0.11","14.065798611111",""
"2020-12-14","-1001239.509597758","-25168323.78521839","3180628.24529738","7.344189388118241","57.18545547893597","0.09750786536567091","14.370289351852",""
"2020-12-13","5977665.75829273","3878273.3473714683","2235335.09692248","4.83580553349834","52.313437296209216","0.08858835500000001","13.225729166667",""
"2020-12-12","2504923.35209689","-26555391.564288557","3480825.2901272853","9.251584867522622","56.8545423261251","0.1","12.63962962963",""
"2020-12-11","-322618.9751211572","-15422392.930424482","4842797.816065371","12.196430432283627","84.90742416172286","0.15565530331242017","12.987962962963",""
"2020-12-10","-327579.9313035409","7718735.13758994","4157391.416293383","9.0993145958956","95.27655387142025","0.17","12.643854166667",""
"2020-12-09","-25643185.50560499","21136340.878238197","4896678.837342553","11.489319792207406","109.22765453073794","0.19022113840348948","13.319699074074",""
"2020-12-08","2690699.7739199167","-3835074.9918139544","4089545.379939472","9.837552335569834","97.00574542665107","0.175","13.308055555556",""
"2020-12-07","-1686372.7928780315","-19195224.36753333","3976984.0181777086","9.040188840876901","102.75195881329489","0.17362026","12.760428240741",""
"2020-12-06","-2985992.1283735214","18023842.593210302","2240389.513111766","5.388212614543721","97.61121424700247","0.16207843365402613","11.973553240741",""
"2020-12-05","-13179032.02312939","-14084994.358731836","4533109.7215462085","13.953627552719627","59.49156954997078","0.1","12.21900462963",""
"2020-12-04","-26275121.937405836","-4535464.431577628","4562398.362574772","12.758094795622883","85.82657644067794","0.15","13.128900462963",""
"2020-12-03","-5708911.374007081","13112606.633183235","3906788.6331989076","9.729977780563267","94.8743712099094","0.15362920445391093","12.895578703704",""
"2020-12-02","-118926.5873694759","-13618739.947438417","3412638.7226293767","8.399059453254532","90.3135114252531","0.15079233432463557","12.400335648148",""
"2020-12-01","-27346607.384095907","-5099572.826147051","5607817.1315869745","11.258641535964365","66.72645393969178","0.113431836","13.568993055556",""
"2020-11-30","1333547.1794720064","6429566.552116173","4327197.44249706","9.383300980870919","75.85584913155031","0.12365056465078451","13.702719907407",""
"2020-11-29","414317.6788315105","8562040.830288406","2589520.5223741625","6.216047963722593","52.507490007327206","0.091337459393555","11.503819444444",""
"2020-11-28","-189291.20674786984","-5830539.193701185","2457611.994929108","6.543430562248391","55.21627555703796","0.10209558679655567","11.485358796296",""
"2020-11-27","10686554.667650802","24342725.979082096","4798509.304117283","11.106613667936529","61.140875589307974","0.11825131654230549","12.764918981481",""
"2020-11-26","-4025869.278600183","13733895.792546533","8077546.476783951","19.389695219598373","103.67947124488605","0.2","13.580208333333",""
"2020-11-25","-2953076.8703446793","-6186510.430127494","4004202.125807505","8.399381557336715","72.0543671188663","0.12680106","13.957453703704",""
"2020-11-24","2960317.9454576904","-50140371.10975243","6382696.174680674","11.878664953166549","119.55558857693076","0.19775194","14.352685185185",""
"2020-11-23","-44652925.38752816","61915108.60365421","6581706.975584407","12.944990937290642","115.37068254237288","0.19","14.046666666667",""
"2020-11-22","-12559974.56267708","35088519.91345584","5236740.3038001945","11.147473298225876","88.66461372350851","0.15689212619511028","13.287106481481",""
"2020-11-21","-12499967.589497354","29035105.799441557","6129952.576762925","11.673175752389781","77.27533418243603","0.14117994485579333","13.56693287037",""
"2020-11-20","8158087.7660962185","48573448.70914312","5283309.631781808","11.03252557937785","101.91259544126243","0.2","13.459155092593",""
"2020-11-19","3289986.352899051","-28384093.796433628","4017687.330340063","8.284079583725081","62.56872310461719","0.1328","12.994768518519",""
"2020-11-18","13930657.502913138","-21945545.270185303","5628328.266456413","12.645170959809834","93.11324906529791","0.19419153314289073","12.972199074074",""
"2020-11-17","5185132.555135103","36736309.294466615","6896486.154966413","17.717310077169927","96.75972742709843","0.20045727927478","13.576527777778",""
"2020-11-16","3092556.4884822825","5604126.283886878","3638347.7568027703","8.562108720844575","80.79573093933514","0.1747861631537388","12.795277777778",""
"2020-11-15","-957997.9145298537","-9610584.787852159","3172665.694457191","9.069178561703614","87.17305485844535","0.194","12.007268518519",""
"2020-11-14","-8300122.140208497","17702510.976178408","2764869.9758252148","7.082619955047361","67.70061762611634","0.1463634290600534","12.350266203704",""
"2020-11-13","16046.265175372404","4673617.195776211","4518184.870846029","9.629685244266375","60.487031117171576","0.12692125169346835","13.383993055556",""
"2020-11-12","-6559842.063524084","-9464895.030769922","4828356.648307941","10.96271361056521","59.88221686214926","0.12937254453461836","12.722835648148",""
"2020-11-11","6968795.125630452","22701538.72189818","3698647.2528256397","8.909517836169158","69.72311119557651","0.15019542590808949","12.691921296296",""
"2020-11-10","-845622.0657604478","-4764790.259158106","3449028.295908271","7.7177380772285735","71.6144992852903","0.15861404","13.396469907407",""
"2020-11-09","-3647866.9070368363","-31679847.49634858","4439855.154293568","10.998350163034265","51.91359898183114","0.1167783884214009","13.283506944444",""
"2020-11-08","-2068313.153870564","4375487.446544525","2104547.3773455992","5.316365896401267","45.851945699218405","0.10069035895425","11.764641203704",""
"2020-11-07","19375945.43345601","35002038.79919614","5011628.594794375","11.78142377141028","74.36981969906907","0.170271447076685","13.098634259259",""
"2020-11-06","-331886.4518191445","62291058.6931345","6406795.361211319","13.448626001644868","68.94351481186455","0.15104356422398563","13.564479166667",""
"2020-11-05","1886062.4969853053","65228995.912532136","5872390.734687148","14.980780859380479","67.70677695688529","0.16236740162128244","13.060543981481",""
"2020-11-04","3421435.3806009293","-128292030.00000747","4790214.197549053","10.46163572211597","42.18853945441262","0.105","13.163472222222",""
"2020-11-03","2781524.1254142076","23663419.28912806","4550477.801596298","11.009159022240736","63.377166106399415","0.16311275191614666","12.955543981481",""
"2020-11-02","1444917.3916849853","17820082.049590793","4440488.171228695","9.70978768","59.97984589238486","0.1562592389380335","13.38969907",""
"2020-11-01","1374815.3274143324","10079399.106514439","2338013.4850285235","5.69805578","51.49257357847662","0.13017054","12.16149306",""
"2020-10-31","1424300.135107257","-4033044.570382382","2760530.319028768","7.09240127","49.32436198620986","0.12758987508513503","12.61096065",""
"2020-10-30","-3289267.58643024","-31840882.049013156","4485409.983473905","10.85755541","76.7192739918176","0.2","12.85894676",""
"2020-10-29","1856696.224470889","-10338179.85617758","3300509.0092469295","8.34445878","81.92945104846198","0.21181981305365888","12.82232639",""
"2020-10-28","-2316619.263991426","8125507.500043226","4629785.5108437985","10.61258852","77.780672729398","0.2","13.18990741",""
"2020-10-27","-2303199.4748735507","19198889.252231464","3304164.926608801","7.25100695","54.1738072958064","0.13407849964127275","12.48224537",""
"2020-10-26","1212918.004477673","-2057286.6027186303","5048136.1358987745","13.12041877","68.50757617099093","0.17387235","12.57105324",""
"2020-10-25","-1179555.3103531227","-192161.4576593354","1824105.4789063225","4.83135994","47.36214719153395","0.11644249662605752","11.17136574",""
"2020-10-24","2325988.8126237807","-11722179.778907225","2386894.710937503","6.30337024","48.43822122866121","0.11749182698217153","11.71476852",""
"2020-10-23","7456695.069361635","12050732.98336022","4377250.217974823","10.49069859","65.49439977556992","0.16","13.11153935",""
"2020-10-22","2704357.220393551","33367148.67389437","5490564.672606333","12.81130918","72.99788803361078","0.17613773069754976","13.76207176",""
"2020-10-21","5988246.410510473","31309475.126653716","4598184.499295276","9.98427982","71.83382560214292","0.1830286301047122","13.41844907",""
"2020-10-20","-2347449.954021843","-6269672.87111404","3122232.92786465","7.56555181","66.39189527761542","0.18","12.79719907",""
"2020-10-19","2905336.7448838893","-2928651.6949159233","2805836.95866713","6.5672833","74.08362578834678","0.19523279010458974","13.06631944",""
"2020-10-18","2808222.7233056077","-829149.6401353491","1956632.2178875406","5.64879759","62.124106626783366","0.16438356","11.52443287",""
"2020-10-17","-422812.5451139551","-2632565.8286288655","2412120.0979026947","6.52681314","40.12120553734721","0.10893080488640632","12.17328704",""
"2020-10-16","-2484636.309789667","-7888738.539467101","4252118.751550159","8.86330457","36.6299949853887","0.1","13.4390625",""
"2020-10-15","-1753602.1782448848","-1782315.2295756007","3357427.5604962893","6.85582577","37.7502910286382","0.1","14.46268519",""
"2020-10-14","-7127440.022342645","6884355.3768155305","4540693.205268201","11.99174402","62.13858480092534","0.16402806","12.66119213",""
"2020-10-13","-6303651.981258456","-4483207.45667601","3623390.5398054477","8.57774458","72.88218664283892","0.19101894982903148","13.04856481",""
"2020-10-12","5995430.598776681","9261623.535231108","3961109.715426951","9.04539369","81.45315945087563","0.21010899969463617","12.64076389",""
"2020-10-11","612634.7600455537","6081859.177138159","2844211.1724612964","7.87808585","56.12181092928105","0.15","11.6284838",""
"2020-10-10","1386657.7081806804","16427975.783787886","2987025.294641736","7.38090618","75.29086578204404","0.20278575990883","11.99480324",""
"2020-10-09","2493215.3620314063","3026388.230283342","4290938.0145187685","10.11048529","81.66253041659537","0.22297065027120003","12.1478125",""
"2020-10-08","3098595.61926472","-5094697.242213713","3847141.1676619784","9.43319252","84.69324341009158","0.24161654730546447","11.79914352",""
"2020-10-07","1771761.9957171439","7118289.02818076","4404805.537683979","10.6626912","92.11319027936874","0.27","11.98361111",""
"2020-10-06","-2312495.714924802","-905633.4102137453","3663871.338843249","8.53033941","117.95896287802398","0.3468325259398071","12.54053241",""
"2020-10-05","834826.2890480501","2028915.0768224578","3699908.3152585765","8.60025982","111.45004181555521","0.31555106338131444","11.89456019",""
"2020-10-04","131972.39555448416","-152447.65771414325","2614225.134803792","6.26362963","77.38323956618072","0.21962698328610455","11.40569444",""
"2020-10-03","-315412.6885004403","5156359.826534724","2902292.4482007055","7.13717193","88.39650707130336","0.255","11.07092593",""
"2020-10-02","-3230849.9637549855","-14080220.821105376","4583664.4536826825","11.3543708","97.05418534915866","0.28066462187042746","11.59881944",""
"2020-10-01","24642193.978956435","9087735.149396678","4790241.94831093","10.98314434","95.13743113325538","0.27","11.7909838",""
"2020-09-30","-501136.75867448095","-9555157.700497953","4697038.91889669","10.57147866","101.5134442004677","0.282","12.48888889",""
"2020-09-29","-2502268.0539135276","-9347768.88140754","4443372.840890327","9.82034743","98.45028407361198","0.2737","12.59530093",""
"2020-09-28","1916237.3552638432","-5030301.945051842","4277027.102086922","9.60875327","99.52878150789","0.28","12.50216435",""
"2020-09-27","7041815.954837194","-10833381.904197998","3402059.5318216616","7.52448247","75.39632874088413","0.2117148906139732","11.18609954",""
"2020-09-26","-1279698.4800727696","-6358606.841970171","3043792.4207904316","7.22942461","88.91482460742075","0.25074608682039756","11.3953588",""
"2020-09-25","1438237.9119030032","8937601.818156963","3987359.559309138","9.07725303","87.928490590298","0.25","11.97673611",""
"2020-09-24","13100869.141377775","6644007.271614141","4632189.371936356","10.22503524","69.85148504361766","0.200064964140217","12.5872338",""
"2020-09-23","4370384.685939083","-6113018.195992692","5569295.921892907","11.41441017","89.12026356324479","0.27798950461060423","12.5474537",""
"2020-09-22","-23537922.84331117","7228457.343379049","4678290.871900705","9.80288742","103.0510987609584","0.3","12.51732639",""
"2020-09-21","1450946.6962930555","2935354.5893056663","6576700.088183882","14.09818957","97.33316470621435","0.28422061148183664","13.12108796",""
"2020-09-20","14468735.25890351","-7014614.745044525","4793612.278406056","9.89387065","110.61322755298004","0.29798258085131235","12.6771875",""
"2020-09-19","-1736824.762648066","-13610245.469361002","6126932.51089528","14.11482285","114.55070503288512","0.2973438676739989","12.61575231",""
"2020-09-18","-1281597.7053773645","-18901725.554003175","8678320.538278533","17.5816046","178.16615760566302","0.4660842785591394","14.4075",""
"2020-09-17","-1257352.2085762331","-37152591.11313494","9041851.627019595","18.57720858","188.68993528841222","0.4845084594156892","16.27333333",""
"2020-09-16","-1406673.8505215917","-22901981.31487736","7916649.807269639","20.83698932","164.39493429573346","0.45","11.97931713",""
"2020-09-15","619614.3668079308","12641279.29069252","6132416.538529732","14.49889421","152.68266108609316","0.4195309371907814","12.61385417",""
"2020-09-14","-3241161.328798511","4431790.186084126","7760030.8495432325","19.30572963","178.56753044289133","0.475165123811023","12.49638889",""
"2020-09-13","-2829168.5106339054","11372307.827306237","6566122.075175374","17.62106152","156.404970681774","0.4277548488239199","12.06072917",""
"2020-09-12","-1882406.6589117264","14060602.634890249","6036854.492048665","15.33616765","166.459088831646","0.43099992","11.97435185",""
"2020-09-11","-3263634.15549626","3175566.517902568","6989676.681399806","17.65015558","156.06458204296504","0.41732223","12.43533565",""
"2020-09-10","-5063527.307797498","-3580585.1185607533","8041741.084703857","20.19698853","183.690433810637","0.5","12.97412037",""
"2020-09-09","-224697.39890586797","-14670206.17419277","5977656.020044947","15.33405051","129.89638421499635","0.3689672697702288","12.18290509",""
"2020-09-08","-142655.5815728481","-7033468.673180277","5037182.983596454","11.36225033","80.12362599408763","0.2379557050816536","11.88310185",""
"2020-09-07","-7695439.635674904","-1615126.2244436834","5168695.105290505","11.63819446","105.8419407071889","0.3","12.16990741",""
"2020-09-06","-1420551.6332613367","-14757815.697703075","6950052.191858626","15.3479872","97.37059053818939","0.27566","11.88271991",""
"2020-09-05","-1183844.7795899655","16244640.396915417","8747797.72111265","21.78391044","198.8520531268266","0.6","12.04752315",""
"2020-09-04","-12204982.748423442","4303862.154828041","7524127.477026855","15.17491082","151.75865588880362","0.3924768369556952","13.20841435",""
"2020-09-03","-4489270.411851011","-14413470.997169381","8402952.497875517","18.09795103","296.51763609647065","0.7731022517676498","13.30597222",""
"2020-09-02","-10738920.00345745","5763406.779714499","8268841.634972977","16.78124235","397.0927207188783","0.9","13.67143519",""
"2020-09-01","-17762555.69097","-13324031.794649836","8544430.560337171","16.31654733","404.7908060758621","0.842","14.41783565",""
"2020-08-31","-10557965.886598555","52578.26332880549","6564456.824471113","12.52134079","218.04538471654","0.5","14.30388889",""
"2020-08-30","-2918672.435696279","-16883365.672817353","4500400.537545543","9.71940223","214.0982189655175","0.5","13.22239583",""
"2020-08-29","772141.1107397926","3105662.0913987006","3781618.604756628","8.76496173","105.59170545593807","0.2637365168734342","13.09018519",""
"2020-08-28","1738882.5301147709","21337361.297089487","4119314.0710195615","8.53946242","79.56919687859038","0.201420745496759","13.10083333",""
"2020-08-27","-1747357.9878873704","-12645563.03752889","2623797.7507461333","4.88540095","59.58365108513646","0.15583570934503088","13.15481481",""
"2020-08-26","-3825586.350434462","-3091586.6423563417","3287878.4998676567","6.41339323","91.86869632962302","0.23779","13.49789352",""
"2020-08-25","-3757614.420287331","-6142090.403926844","3088076.779768926","6.15675271","88.22914303682062","0.23","13.17359954",""
"2020-08-24","1182222.6376667258","13714725.440662516","3280997.1140397065","6.53640902","94.00728496373736","0.2299635","13.45118056",""
"2020-08-23","-732221.7961786748","-8248523.764287354","2088732.3815322819","4.57335055","74.13840285068677","0.18915386","12.99217593",""
"2020-08-22","425950.8875184637","5955267.92611359","2594830.6781695983","5.08487747","64.44517734674324","0.16277630505303298","12.76017361",""
"2020-08-21","4349221.582774179","-13349328.102502344","3737000.2973035593","7.05511447","81.80426763797281","0.21124919901521422","14.54574074",""
"2020-08-20","4519206.056913981","-24886109.798723146","3473671.9395530536","6.55080465","97.45172774061102","0.23411276","13.69206019",""
"2020-08-19","459104.2442624996","-15439352.092170523","3637331.5014918037","7.18408715","83.41028270309754","0.205","14.08438657",""
"2020-08-18","-3884172.831495654","-5427240.926175433","3414964.172418874","6.22520428","102.61364739545023","0.242387","14.2275",""
"2020-08-17","4805175.257349392","-2336071.401801827","3366812.2866157554","6.16555558","92.54907976581","0.2138175","13.68027778",""
"2020-08-16","1348426.1340251176","-5839435.09694754","2515390.3229435883","4.76425165","86.5878345645822","0.2","13.33760417",""
"2020-08-15","-1153745.9632484077","-16060214.204290265","2887220.808741168","5.5775589","64.03999438848246","0.14803197579265645","12.8221412",""
"2020-08-14","8005984.739858324","46289167.35502908","5253003.444501215","9.42709391","87.6153731151374","0.2","13.90678241",""
"2020-08-13","2987627.471647147","51955369.52798594","4783093.883893711","9.41684791","108.64779207766328","0.255762547477664","13.99466435",""
"2020-08-12","-5370154.539100179","-36366874.36262236","5052709.968135458","10.05535411","113.74616741743469","0.29375972625165403","14.22701389",""
"2020-08-11","-176481.7200937942","-4123893.522750182","3598592.9950565044","6.30817256","76.23727658767537","0.2010946884157525","14.51671296",""
"2020-08-10","-3717852.8990289904","-20002978.10606782","4124084.7159948065","7.3498123","81.58421354321743","0.20632927","14.93032407",""
"2020-08-09","-4929709.940528264","204254.20421144986","2182567.2310114317","3.9175886","40.17696830264858","0.1032340879593687","14.22628472",""
"2020-08-08","-2858511.730095856","-8450603.334657516","1919136.0779371872","3.47263626","39.2360176504968","0.1","13.68525463",""
"2020-08-07","-5676936.682274287","409689.4859081712","3127898.115700471","5.58648384","38.3753110817209","0.100900022729104","14.4640625",""
"2020-08-06","-1624792.4792400647","-17014936.120564513","2726816.324341285","4.61818292","35.65663189085334","0.0905","14.07274306",""
"2020-08-05","4877727.11017968","-2596576.0469572493","2701720.635245394","4.57658174","37.74312641651649","0.09421621","13.68864583",""
"2020-08-04","-7808072.0960967615","5283967.821639075","3367074.8022401044","5.88426079","38.18347824813973","0.09774023","13.47462963",""
"2020-08-03","-4038300.8370904285","12864821.363380363","3562343.6780073997","6.13593099","38.5487812390415","0.1","13.62028935",""
"2020-08-02","5867236.209450365","-8437896.410240382","3602763.761197592","6.24043185","33.86844112051436","0.091","13.03108796",""
"2020-08-01","-14495847.14150955","4777931.607989162","3173221.9058413813","5.74908054","38.7185885447107","0.1","13.55979167",""
"2020-07-31","-6663732.529346144","3086078.153207123","3784937.584148579","6.52008352","34.6179992285213","0.1","14.1069213",""
"2020-07-30","4299430.136838969","6699864.141509051","3425888.8239257718","6.0000464","32.18930270470855","0.09581173805604708","13.4777662",""
"2020-07-29","17338308.753277443","-15164664.198689803","3640151.18870637","6.26399095","24.943850705298765","0.07843338263400015","13.47049769",""
"2020-07-28","-270378.0266906148","-14340746.108546592","3504220.059138313","5.66194149","20.35299438082995","0.064","14.14760417",""
"2020-07-27","-15280080.096282857","20980803.319573477","5582185.725200534","9.07526364","32.3233886908241","0.1","14.60018519",""
"2020-07-26","-5896753.991027322","8113958.398370121","3906461.1813069903","7.4067665","31.1039973524255","0.1","13.17005787",""
"2020-07-25","6169668.563755302","11474609.059248935","3337413.236841878","6.19283995","30.5402152542373","0.1","13.60539352",""
"2020-07-24","579607.0501150464","3995296.3344472297","3560937.384614718","6.55274747","27.9907534424313","0.1","13.26715278",""
"2020-07-23","1507696.723444723","26647429.00998592","5588493.560235967","10.05458495","27.5223812536528","0.1","13.27711806",""
"2020-07-22","2383733.9932109285","10437373.37547364","3255068.001426661","6.36922048","26.4199169491525","0.1","13.17175926",""
"2020-07-21","2863774.7073219707","11057918.419712948","2756590.4618548104","5.87397545","24.5250595441262","0.1","12.9640625",""
"2020-07-20","1452497.254129117","28197328.386255268","2567424.627596672","5.07974358","23.639976196244092","0.100016291028475","13.23726852",""
"2020-07-19","-118694.52146473956","-11687223.183156015","1898046.6436077806","3.8700625","18.10248662417057","0.07562929","12.52833333",""
"2020-07-18","-593945.5807695799","-628886.0971830831","1797685.953503164","3.85510508","17.8390099995067","0.07561789","12.40172454",""
"2020-07-17","-279075.0926964606","-13442.313511235625","2472483.184471028","4.91587613","15.75240528889015","0.06765177","12.47802083",""
"2020-07-16","-1701758.105819777","5146914.726530653","2207940.0772746","3.97972608","14.695548522572397","0.06292258201025024","12.36828704",""
