"Date","Price (Close)","Price (Open)","Circulating Marketcap","Outstanding Marketcap","1 Day Active Supply","Supply in top 100 addresses","Supply in addresses with balance greater than $10M","Supply in addresses with balance greater than $1M","Supply in addresses with balance greater than $100K","Supply in addresses with balance greater than $10K"
"2020-11-08","15480.699950380256","14830.292777851355","275105104673.05914","287332273623.7842","350969.24759977","2461954.01390267","8541262.12195461","11952309.47012238","16218851.58970467","17799615.3817708"
"2020-11-07","14835.492064570413","15591.014464252226","288773720918.03564","275573226966.5251","424475.83628183","2465720.58331635","8495526.61450604","11913048.93727238","16191491.13892182","17782457.59642813"
"2020-11-06","15597.044548611746","15605.681623104809","289396559118.80096","289509996782.305","532004.14824694","2467601.20427748","8543919.14686772","11957788.29079491","16217823.95822241","17796750.28289059"
"2020-11-05","15604.46239984464","14138.48572521991","262214194796.29388","289263271222.87427","567013.19232183","2461747.89483389","8526356.70333714","11949849.24680926","16212420.31535239","17794117.27028643"
"2020-11-04","14150.50474456989","14013.417871662308","260095924039.55374","261868434425.51367","595616.13337035","2460875.03892454","8370928.52747818","11834341.06252026","16131089.9198811","17753374.46677272"
"2020-11-03","14024.223844250597","13559.956158320296","251506260663.2414","259403733547.65454","549065.32961321","2464083.60917691","8368747.74895","11825529.04734823","16124926.308118","17747133.63133773"
"2020-11-02","13551.602757465545","13765.5317451913","253480979350.16797","251953637578.66876","365406.18100183","2510725.54120812","8401199.26495891","11808157.67038367","16109054.47263231","17735987.03664759"
"2020-11-01","13729.432316474864","13794.102519249353","256325850254.93155","254564701609.4508","301152.54896288","2546654.97716847","8412670.31359215","11821662.20967429","16118264.24866872","17741135.98712069"
"2020-10-31","13792.545983311993","13555.124080122681","251536884349.48575","255857310085.0028","304666.53424174","2544475.08167233","8414908.49192253","11820283.49816273","16119519.02696693","17741872.14561061"
"2020-10-30","13561.921123389513","13451.3425860963","249487678161.82205","252068603711.57968","370584.01736873","2543571.32886539","8406062.65045939","11810704.84306658","16110777.88064867","17736251.86872815"
"2020-10-29","13457.647186795755","13279.360324053654","246285629770.5695","249685959749.55634","430383.72009152","2543326.59493928","8393540.45740553","11802566.69855455","16103768.35170523","17730806.19341701"
"2020-10-28","13277.455398541833","13639.827915640648","252876578240.0346","246251140475.4076","443109.51034237","2543829.45273829","8367754.96504137","11781865.36527184","16094464.80381065","17724230.5116878"
"2020-10-27","13642.269298921812","13067.178734642985","242157545594.42712","253379717438.1369","479142.33478811","2545402.32607483","8403638.41702144","11825243.00132567","16118598.2802866","17738350.90068674"
"2020-10-26","13065.373028309981","13030.512989912613","241434901854.94855","242349930927.4959","359974.12624411","2555940.29864987","8365927.83541434","11780259.98252503","16093930.3889514","17723227.15768092"
"2020-10-25","13036.166404215819","13121.149965530609","243054637578.6331","241618117679.51013","316418.79540327","2567386.60643527","8368125.83695641","11782541.46356943","16096776.41232001","17723765.92023086"
"2020-10-24","13119.109865163622","12940.4129818371","239916512767.74084","242946632969.98502","413558.87617053","2570355.89229904","8372305.63415725","11787229.39623375","16100444.16767884","17725043.26197932"
"2020-10-23","12935.122548614849","12980.803618206999","240697301990.3424","239962077749.97925","643769.30941806","2574668.89922581","8362985.00648539","11774101.03667986","16089671.43745729","17715866.70343781"
"2020-10-22","12977.34543136124","12823.78283294479","237502948326.65845","240767851351.292","653627.95077777","2576057.79350826","8356836.51471322","11772837.01935025","16088933.70006045","17716441.74147164"
"2020-10-21","12805.891789050133","11918.825716169607","220976880276.1381","237996587309.02542","484747.28819335","2581806.09612717","8335777.46622247","11760169.21121022","16082299.0402247","17712057.80158546"
"2020-10-20","11921.282792419986","11757.389355150313","217858176577.75565","220963353768.35657","439555.50590794","2578183.90918789","8200106.80507383","11671533.20092156","16014801.10672981","17679748.51822947"
"2020-10-19","11758.017769624357","11514.84838742224","213351575025.1197","217551213059.64398","305687.76359465","2578148.20216986","8171136.81689074","11658709.91854624","16005164.11975342","17673475.11627387"
"2020-10-18","11510.049198155688","11366.058321443337","210627127973.33435","212797199544.38446","176896.86392508","2605064.66862225","8162255.68405844","11642059.31851369","15993898.40792171","17665338.88634188"
"2020-10-17","11369.83301823898","11322.678070102818","209877091277.9475","210439860963.43692","279767.62557695","2605259.54226582","8149404.77274988","11633070.18922005","15987929.24445871","17661067.9042762"
"2020-10-16","11325.371570286781","11505.199790023262","213187512406.0887","209987678424.63257","349721.53435079","2605219.69004793","8143670.77143629","11632887.0065788","15987179.11464825","17659651.87050617"
"2020-10-15","11512.300986992706","11425.501926916104","211739062877.157","213006147807.5566","344600.08457169","2604656.34309266","8162352.95776183","11649715.54174005","15996465.3140883","17664767.03421769"
"2020-10-14","11427.421744711804","11428.708374772865","211776288629.01367","211412571561.06912","384756.39189218","2613738.41241283","8158154.37205889","11642252.24806191","15992818.74989278","17661325.28844022"
"2020-10-13","11428.42499293522","11543.092789555256","213778056997.48935","211732652073.08148","366522.4300859","2620998.84044905","8173609.71631119","11647387.39358037","15996233.22334023","17662496.91128913"
"2020-10-12","11537.90429148588","11372.49422499636","210815062568.10345","213821025341.3694","264209.93864129","2624705.48247159","8187656.47310349","11658223.97788918","16002760.36086162","17665865.94121667"
"2020-10-11","11372.930333797227","11303.75721196955","209481873696.99252","210660289442.90372","209625.08074613","2625423.26300261","8165597.93182046","11643409.06716984","15993638.54167169","17659273.06543541"
"2020-10-10","11301.979624503701","11061.186101405568","204844592651.2357","209254297811.47684","348745.20399362","2623717.44756549","8148742.45716479","11633986.53830979","15988208.85074895","17655840.57376512"
"2020-10-09","11059.017748895169","10939.231886970269","202449340189.5277","205009453844.92093","389341.82565568","2624387.42982416","8101428.50652926","11597130.26644184","15954636.16025991","17641028.01395458"
"2020-10-08","10931.050045798813","10669.436928853824","197618983242.05844","201823517432.12747","343986.37003609","2641456.11198075","8086449.27214586","11577354.62118866","15941314.41080873","17633308.27548693"
"2020-10-07","10666.551781390255","10599.343489886562","196344098096.3962","197456284574.17596","336767.42797509","2641532.53582164","8064410.56981919","11556338.46335818","15927603.28035563","17623264.81996819"
"2020-10-06","10600.332191839323","10791.637082919615","199814859171.49896","196135347147.17117","360570.55448757","2642552.91158312","8070288.09187841","11546697.5502827","15921307.64836727","17618193.63046685"
"2020-10-05","10796.394639779477","10674.634446569284","197605876943.1912","199389146257.06778","318154.58704141","2640178.36972897","8077345.6186517","11567421.26050466","15936092.09491256","17626704.86623071"
"2020-10-04","10672.147761247581","10544.733276696965","195347070974.21744","197399052168.17538","199241.43350053","2642539.90514986","8069267.08243728","11559627.77426908","15931755.80145942","17622876.11571983"
"2020-10-03","10547.090187390735","10569.16970657039","195784553494.5","195354357355.87143","325910.61578472","2643750.60525944","8063374.78214389","11549144.65249199","15924592.50883473","17616766.27058344"
"2020-10-02","10573.922845292678","10619.794433708634","196522977204.87668","195610887017.89536","401081.35391765","2641856.8512557","8056907.43338064","11549793.26083362","15922589.24351242","17613332.74163291"
"2020-10-01","10620.221733756225","10793.659833593327","199569289388.6261","196277557842.57623","420178.99662411","2627837.61120155","8052259.40094967","11555962.35199508","15927663.184493","17615097.56698101"
"2020-09-30","10799.727779712226","10840.928920595621","200710423920.58688","199336157853.55048","437650.51645316","2621518.33229242","8066988.47077691","11577017.47778898","15945501.22301761","17623754.36591004"
"2020-09-29","10844.120564334173","10690.598328066559","198001479606.6288","200598525114.73715","375770.10397282","2622137.89948212","8068999.14295356","11582221.79187008","15949800.53021558","17625688.24315301"
"2020-09-28","10694.391198250867","10780.277897155753","199641864808.42264","198483977030.04514","289352.94956192","2620064.66167286","8053670.43684165","11574910.95545885","15946130.73764346","17622652.89464762"
"2020-09-27","10777.150812130438","10731.387320430282","198627407456.94244","199057194328.15533","230803.76942112","2615327.28723629","8052827.27985395","11575709.34424081","15946713.69175752","17624022.14213183"
"2020-09-26","10732.853957615032","10688.910121983388","197910806345.32806","198736273241.69925","324634.80117324","2614025.19332843","8058016.45910741","11573069.86563239","15943376.07257389","17622161.88321754"
"2020-09-25","10692.766161243719","10732.434181133558","198791610657.95508","197645812953.46774","519790.58184718","2613275.17497317","8047833.31984644","11567284.20189246","15937289.3458115","17618996.81898229"
"2020-09-24","10739.08596486566","10228.611397473804","189537496899.4882","198659587209.19556","499424.53769157","2609650.06566324","8044993.23425297","11571595.81534994","15933967.90982452","17614963.894267"
"2020-09-23","10236.562016692355","10531.601014587095","194941021863.62753","189295175073.38925","371141.26824231","2596073.75822947","7975491.52901161","11507737.89560277","15900363.03020543","17592898.94688707"
"2020-09-22","10531.059676421688","10424.361288392447","192800456206.81192","194586236941.46976","374828.2518171","2598773.54684591","8023121.04691832","11540005.04612511","15911941.32784195","17605301.24361691"
"2020-09-21","10416.406739108954","10921.84425032173","202107625806.32367","193385500705.58487","301356.4251013","2614159.57153507","8029153.73369262","11537323.30874268","15906964.82860921","17603925.13467283"
"2020-09-20","10921.35861283799","11079.216568089949","205046792112.41553","201991869981.67358","251618.56755344","2615904.33092178","8088502.07638518","11592394.69437129","15941772.44831506","17623669.42719389"
"2020-09-19","11081.847043074697","10933.588089459736","202308692192.99588","204803721045.65717","328809.26734912","2615542.10696557","8105661.36237171","11603586.19733777","15946560.84267102","17629293.6987527"
"2020-09-18","10934.911329372568","10941.253817784682","202506078468.47162","201951566927.16638","322300.4637082","2614859.44566732","8088617.38826896","11561557.63153684","15914767.2522466","17622178.89575817"
"2020-09-17","10942.424670856783","10951.901651775474","202676268515.1288","202239512659.74203","310800.07222495","2612157.86672672","8080921.44109762","11549147.32425563","15906797.1460697","17621174.71431994"
"2020-09-16","10957.54812434909","10783.971115023678","199514221327.3057","202819584769.55255","343933.01952926","2611381.58106312","8082421.335765","11546357.83251211","15906813.29925767","17620807.23553434"
"2020-09-15","10787.421910504658","10686.008674093586","197498816494.9625","199315386280.44418","349963.14470089","2599058.66804366","8056676.42764195","11529649.85217268","15894222.81079017","17612435.66256143"
"2020-09-14","10675.892813262217","10324.576086211771","191180628570.02176","197147876035.17258","270535.66737191","2615163.97917035","8052164.31684759","11521836.38924225","15889415.74032585","17609733.81800839"
"2020-09-13","10331.928535849678","10442.832921509738","193225916545.7158","190846477252.03787","201348.34495881","2620241.49012853","8006588.25026275","11475677.29996252","15866633.13811572","17594388.93905468"
"2020-09-12","10443.55161000525","10394.216345314313","192309775146.36258","192951979972.30695","292654.53588784","2619312.2029018","8019332.74014265","11486248.64874601","15874007.40732504","17599079.80782931"
"2020-09-11","10393.989499699157","10345.91296772227","191315576855.1842","192017369942.6865","308190.00142866","2617254.83507555","8011233.17265524","11478650.44194801","15868524.72225996","17594781.88432145"
"2020-09-10","10341.458632285156","10271.351352658681","189091795578.57343","191039959916.7766","297888.48187444","2636827.32011346","8011039.17210538","11479101.94656878","15865883.06125527","17592155.31356849"
"2020-09-09","10222.136968622344","10123.060285733744","187329069853.80536","188968383425.9782","321557.40953621","2635617.28629307","7974441.76421896","11461150.04509464","15853579.44467305","17585090.7309864"
"2020-09-08","10127.999594658259","10374.915623517953","191931626672.1896","186842946951.56564","316768.62947578","2634361.59850755","7957398.24019496","11443997.51049566","15844833.23992075","17579559.5800217"
"2020-09-07","10374.655282429936","10260.291510137264","189701207811.8192","191624618868.97644","288372.08955456","2627480.87243639","7994312.01820206","11478452.46774045","15865886.27162912","17593454.50675965"
"2020-09-06","10255.26237477805","10166.947193339072","188066960854.42923","189495704608.09775","241538.79753414","2622573.40924146","7975252.20370443","11459965.18570189","15857998.30384065","17586804.06635477"
"2020-09-05","10169.711661221745","10463.497245829509","193494778711.07626","187182381369.08313","354724.10523587","2619090.24012024","7956918.14879163","11435510.87547407","15842427.49709813","17574163.4398483"
"2020-09-04","10472.97973515739","10173.170248281993","187981792447.5718","193517929900.993","478083.26820377","2613891.04772237","8002937.51916299","11471495.59523902","15865984.91984611","17589900.62422343"
"2020-09-03","10160.905885683474","11400.051851441185","210674916111.8664","189619829718.60858","448406.31012609","2624865.35600824","7971797.18074965","11453294.27605379","15853735.99771455","17581745.76414521"
"2020-09-02","11399.389661676887","11926.729799528139","220529639514.11682","210917142600.07455","377561.34013789","2633701.41616764","8129548.77171404","11591619.45773531","15950702.797278","17633691.71985759"
"2020-09-01","11937.101016280307","11659.169217511877","215482719248.4624","221177235000.27524","388344.41812603","2639577.2391404","8194905.53611108","11641892.28592343","15983971.27660507","17652054.71713982"
"2020-08-31","11656.274209349587","11714.08783878553","216561635881.45767","215770383728.23535","321031.33082224","2634526.11142951","8152438.24826324","11611999.20513277","15965425.18603498","17642576.63052316"
"2020-08-30","11714.428919911317","11475.793392843709","212126652658.41577","216140533746.53055","246076.09745887","2632372.19260898","8154686.01443325","11616957.86010277","15968955.0096641","17644871.15360585"
"2020-08-29","11472.987008594671","11539.764293702123","213198764451.40973","212284634016.18933","327370.83700549","2631457.61656257","8138343.73980171","11597236.10758084","15957284.44199898","17636974.09882484"
"2020-08-28","11535.357603436536","11312.0893010475","209436707784.17035","212959896208.12213","328195.36336145","2629366.96103031","8141663.46143454","11603587.66924336","15956502.91488228","17635122.23774073"
"2020-08-27","11333.689249607454","11461.193366733247","211855718868.13495","209009655884.56293","313024.32330246","2633247.89581803","8101928.60064975","11576391.79440699","15940226.54922172","17624736.89760806"
"2020-08-26","11467.148731836502","11331.124550220433","209337233579.02237","211907514133.8888","297379.50247012","2633639.47826813","8127368.94878364","11592038.77591771","15951532.63163202","17631317.30523205"
"2020-08-25","11326.099616643365","11759.818762669824","217203344667.75818","209799151719.143","296163.03396502","2633631.06459337","8110167.31232989","11580670.92073675","15944066.46869583","17627760.71131362"
"2020-08-24","11756.998162747965","11652.979435747744","215288907095.5628","217417299095.42206","241484.96234365","2633187.81934728","8158769.5444608","11623131.13076936","15972768.34265316","17643850.33777892"
"2020-08-23","11654.50098877271","11677.838756824054","215711165096.3692","215452337487.7431","173554.86316029","2632846.15295191","8141369.37072515","11616414.79200621","15966654.11870326","17640565.85508866"
"2020-08-22","11669.785268494268","11526.854610825469","212973798798.48782","215748935172.86255","260430.47875995","2632973.44430608","8143235.53097207","11614354.47994817","15964718.31001519","17638521.75849476"
"2020-08-21","11531.14479742931","11867.140604104718","219189644915.34094","212828757688.56958","327880.94718816","2633956.04550025","8122854.61664467","11595291.82442081","15949357.08927328","17630998.28106432"
"2020-08-20","11867.15535743349","11739.497755022681","217272669294.44922","219148207449.64774","356753.20625158","2632065.76663219","8167137.67581436","11620810.38921651","15967746.0869546","17640795.2547142"
"2020-08-19","11758.681263255907","11972.707069154056","220828337888.01422","216724493356.5639","379261.58004813","2630982.8531533","8145901.017863","11608126.53909362","15956830.81941601","17634802.90263919"
"2020-08-18","11958.294460559637","12291.265063992554","227238620880.42285","221438441189.45932","371737.58289894","2631492.16721255","8183241.65948213","11634143.74828751","15975406.66067693","17644514.54795169"
"2020-08-17","12297.421352112686","11915.678638939666","220014865681.91672","227392906120.48355","295396.49984759","2620158.33075355","8220350.61281481","11651888.44183307","15991117.82397494","17653929.08513956"
"2020-08-16","11916.514787748069","11867.514160346143","219052458900.5622","219700556192.07544","244131.32888476","2628858.74760046","8177580.70745298","11626566.22105626","15973851.93523762","17643084.02806547"
"2020-08-15","11859.31565877932","11772.051232344438","217467329365.92853","219084951477.1745","335262.82403499","2628468.94213859","8174291.82598712","11629067.40369152","15972483.22693817","17641771.24306829"
"2020-08-14","11776.738110897952","11784.73672202182","217823111142.95258","217365712666.77783","347249.44690064","2627743.92749597","8156337.32197214","11618209.31911307","15963600.44870308","17636418.52312377"
"2020-08-13","11795.658687907586","11568.209951691017","213598634406.00003","217335699187.2392","304545.33944403","2632579.54680603","8158208.95961684","11616263.60260453","15961971.57204168","17635533.33181854"
"2020-08-12","11570.119663050687","11392.285610198649","210282787695.9149","213671208433.45825","356861.31525914","2632531.07830198","8130549.42214233","11598546.26742063","15950159.63545239","17628005.64306035"
"2020-08-11","11390.093881715004","11900.935765191007","219696394958.18753","210284480461.03638","377684.86241901","2634088.77896776","8112462.45694539","11586140.33044533","15939334.41945396","17620715.69143055"
"2020-08-10","11903.36350582731","11685.370778926632","215756547846.70093","219090872112.69235","303248.71516201","2632294.54597098","8169024.44154213","11624281.39512743","15967751.13276176","17637516.95963829"
"2020-08-09","11687.573584690967","11773.269430744363","217314891445.00327","215576777624.0283","296449.78333693","2633848.42200709","8135695.46555125","11603756.76847105","15953871.55491641","17629778.3246572"
"2020-08-08","11772.009767780813","11606.018071531764","214190715733.75015","216718673196.2909","403468.39534401","2633578.92859069","8141864.43521302","11608214.60500605","15958103.79004876","17630644.45142309"
"2020-08-07","11603.64554509765","11768.752614442545","217305372857.27438","214050110955.4352","484284.0493203","2640322.88586632","8116930.20037316","11594325.25817406","15948159.9807644","17623993.05362539"
"2020-08-06","11769.468967577628","11753.353842631026","216960097019.18454","217182425567.12646","466782.18775158","2644370.68418417","8139629.64401953","11605419.73597117","15954893.13187675","17628016.10477335"
"2020-08-05","11755.606191767569","11196.64190500618","206658037342.36923","216287626623.5641","384896.38008884","2646129.14073156","8120489.12841267","11593613.61852721","15947493.04641586","17624284.86286611"
"2020-08-04","11197.404858419628","11232.372321416839","207274876560.4943","206705783553.83926","417844.1121699","2648562.7766711","8074383.68787371","11553113.84316241","15919258.56860876","17606959.29680901"
"2020-08-03","11231.03193293241","11074.713907681364","204301180156.96448","207312688746.4309","380271.03430653","2644647.9995718","8074554.06284986","11558833.91211091","15923125.26720578","17608558.80840392"
"2020-08-02","11071.16040657346","11822.648296553885","217950805360.30017","204680087352.34372","248200.29056091","2651129.35080299","8042359.01720207","11533228.11749213","15899096.95076066","17597849.28460874"
"2020-08-01","11817.393998963676","11347.994513073309","209531693349.8243","217650107985.90485","298937.26718149","2650717.47594288","8137522.64533896","11607779.21046962","15958362.20730542","17626414.64901393"
"2020-07-31","11353.029314848976","11114.505803019614","205140231549.05414","209165345431.3837","362336.23079956","2650717.41923064","8073386.08883689","11563091.05747157","15928464.27405396","17607226.83911069"
"2020-07-30","11114.605126518465","11110.086299260243","205007789077.26193","205413351537.44217","376611.80901932","2651011.04469275","8059612.6842753","11546026.70404053","15913963.76549817","17599052.24766201"
"2020-07-29","11111.827030185063","10933.990686068848","201774305005.90906","205042054834.9217","420969.57071955","2651136.17368865","8044251.57297534","11542462.95850203","15910589.46987773","17596696.88081325"
"2020-07-28","10930.206165236918","11206.770566317176","203852587636.19324","201874736728.9706","469676.3197932","2648975.52864758","8004471.45314417","11506066.12445821","15881322.19997435","17585902.08411048"
"2020-07-27","11047.08655454852","9942.573941141594","183484311080.96146","203744198144.59204","374974.68372473","2645926.11963504","7998999.31834152","11512511.73583605","15886379.63158376","17589564.80709978"
"2020-07-26","9940.629897541914","9712.61415529049","179191181660.6864","183213878780.36783","237229.54605097","2641064.79814292","7272252.11698314","11096396.32837973","15662407.64815347","17402773.52555576"
"2020-07-25","9713.542764853619","9553.999423309177","176212730729.6911","178935530196.2443","269469.20420739","2639069.27234255","7239530.87210068","11061098.96085331","15633865.67521236","17375349.05935553"
"2020-07-24","9561.660405626593","9613.626698046937","177356510704.0649","176080450187.27267","313405.89092107","2638568.27123946","7217237.95844643","11039394.79803029","15614969.41283846","17362786.09369329"
"2020-07-23","9613.605230329485","9537.191495089386","176053073548.19492","177196924217.30652","323919.05070557","2639668.90762279","7228564.74015069","11040962.38094333","15617991.34625453","17365403.95057378"
"2020-07-22","9530.351276763575","9390.875416532428","173307978832.11707","175752143889.948","303485.91115751","2640882.74058512","7208403.81924716","11030598.64372897","15609043.70978731","17359981.83333571"
"2020-07-21","9394.466919331002","9160.954288571782","169005500760.95462","173112681691.1186","262310.62485718","2640044.3181533","7186965.23126716","11006541.93696262","15594108.47671017","17350576.2764481"
"2020-07-20","9161.410422347595","9211.942152398384","170048074255.13297","169023500679.14856","213563.63743191","2643234.11435333","7171265.14054872","10987210.88925816","15583314.31147714","17342024.25858714"
"2020-07-19","9213.444769249849","9172.469563831168","169253976357.49542","169967724887.16434","171848.35958201","2643586.47276285","7176389.08640765","10990728.14878031","15585449.24831799","17344713.24288069"
"2020-07-18","9172.971749500575","9153.114307725606","168832438052.8446","169168582934.48605","219716.16576217","2641794.45436663","7170801.53069959","10986497.37909124","15579151.12039878","17339165.00182574"
"2020-07-17","9154.080707689796","9130.937505716069","168433862712.80945","168802806794.04153","262285.75939957","2641414.00982128","7166233.32162987","10978450.12382969","15574441.57182824","17335863.35624327"
"2020-07-16","9130.58133769898","9191.039590722003","169557202726.16376","168355901495.54816","289919.17849533","2640764.70338088","7170994.91286462","10981923.29920528","15577577.73672146","17336900.53877434"
"2020-07-15","9190.168181737281","9252.510330570307","170700400067.23822","169530356543.2783","303479.79436999","2640806.73533096","7177495.42780456","10987869.44853214","15581763.40211773","17340634.33528408"
"2020-07-14","9255.537820688054","9237.064235984484","170339853297.5585","170695336818.95126","299096.56716251","2644925.04799729","7183106.78733438","11001272.55263509","15588239.24196994","17344804.7402813"
"2020-07-13","9241.207443521529","9305.952488766176","171596326158.16702","170249528195.09436","241926.14032902","2646832.52340071","7171369.16412283","10993662.58953659","15586771.41397806","17344310.22534539"
"2020-07-12","9302.75600404417","9233.698300458425","170296199270.70834","171208222386.19006","141044.90809444","2644060.90925076","7183271.30595961","11003182.98047685","15590379.74261987","17347415.54216193"
"2020-07-11","9233.317787143025","9285.990965174386","171315258830.85226","170242376319.11676","213472.645395","2643645.83014201","7176673.85820419","11000894.47441208","15584975.778369","17342808.80705233"
"2020-07-10","9288.48162921401","9231.053155232894","170300870534.38205","171118891700.69153","271299.6085868","2643645.83003361","7183124.28443185","11006446.83117348","15588489.83451204","17345077.17021207"
"2020-07-09","9233.148573890765","9441.423448363494","174011187485.04428","170119612182.24487","297722.10841217","2640878.09595048","7185783.28033032","11002176.41709692","15584384.9578339","17341457.20865296"
"2020-07-08","9438.607169615329","9257.016056079256","170644879606.09805","173852067499.54385","305337.33932314","2636212.84589457","7204933.42077875","11025610.39409392","15597610.34336726","17350685.23772121"
"2020-07-07","9257.454061961867","9344.465943396412","172296285625.20474","170482056186.43045","305557.13256285","2643784.88233457","7178265.24861253","11003343.78238736","15585284.30577812","17340603.69860329"
"2020-07-06","9346.721637957846","9087.600381935248","167350714762.1054","172071754943.9324","241755.40741037","2640643.07930493","7184433.28628502","11014277.64423989","15595669.48279358","17346605.76071989"
"2020-07-05","9076.519364518026","9132.055440000466","168472831442.26926","167284838602.93985","149896.44143948","2649315.22724332","7121688.51504276","10981835.36721332","15566302.7376328","17329137.36099835"
"2020-07-04","9138.26289436895","9069.547040709625","166946027710.2068","168134212097.31125","215339.1252638","2649032.00571537","7156097.3592826","10994055.14240606","15580458.81299254","17334692.69918948"
"2020-07-03","9059.484840050285","9087.065156867762","167550272045.72678","167028603057.3506","301875.14060534","2647434.41504415","7113565.44833447","10984033.80117499","15563888.29723566","17326650.49692778"
"2020-07-02","9088.744012551142","9236.002399798956","170239781002.31366","167529570926.75986","313394.97184095","2647241.28796889","7139897.31422249","10990195.66225194","15573212.68989218","17329515.09250174"
"2020-07-01","9236.616397175723","9137.306838262279","168417197774.62964","170227137442.6157","348687.95836212","2645247.22226492","7161668.47060811","10992559.23452671","15581717.28569767","17336850.78254473"
"2020-06-30","9158.90157741598","9180.924147883961","169302513504.71918","168424268927.21072","330169.20124462","2644565.93560577","7155048.71541238","10971626.08688043","15571552.15605295","17330303.95206486"
"2020-06-29","9180.793174484372","9115.463896223395","167949807098.10095","169157750925.37515","251505.15074501","2649137.70586028","7162354.49377403","10979446.18051209","15577733.7875661","17333746.41277088"
"2020-06-28","9112.658751677218","9006.085929434596","165925019069.0871","167746363406.58917","189211.52406476","2649311.15844441","7154024.30006741","10974591.90165378","15573319.37895674","17329538.29184157"
"2020-06-27","9003.726084451911","9154.623831515095","168700957533.49426","165787526267.54556","356811.06657606","2649231.13744953","7088465.27459222","10956706.75368941","15554630.71346284","17320543.68522983"
"2020-06-26","9155.67802709783","9237.985016236731","170261976678.26773","168676013923.73868","396030.01019488","2648389.13610554","7161808.34565062","10976974.87151715","15575855.97092451","17330281.76057605"
"2020-06-25","9242.103387812058","9294.061353164758","171314537088.55603","170281277784.0368","381657.31529342","2658180.0844944","7182951.53993311","10985723.67530341","15584357.62625897","17334744.0325134"
"2020-06-24","9287.570469952603","9622.73967280252","177251086616.08127","171116880435.06366","413076.37001662","2660205.99685614","7206820.5662787","11014149.81379596","15589974.49083419","17337224.13137351"
"2020-06-23","9621.789561256643","9689.406454038255","178512445036.5787","176978474354.71844","319694.25998516","2658984.49345285","7240012.93831937","11048868.69650754","15617168.43995159","17354347.30091337"
"2020-06-22","9688.285776956316","9287.548265390269","171266343556.47302","178311094487.316","227202.7402816","2662544.4018818","7232488.29897815","11050951.73445771","15616121.51547934","17356312.0076205"
"2020-06-21","9287.670366696435","9350.523655986999","172350296848.5802","170940831096.1998","143985.9014185","2661269.84534213","7194115.99521759","11007573.73410021","15584663.73829332","17334114.24120344"
"2020-06-20","9353.65975317441","9298.090725612346","171256526141.36026","172267506962.9833","282417.1432513","2660686.85492209","7199798.17274325","11013407.76927074","15588640.26305005","17336823.1273725"
"2020-06-19","9299.224369277788","9379.221481097575","172717309857.15656","170946908488.14093","392451.78740871","2659541.23577245","7194479.38039346","11002739.57637196","15582356.98581591","17332404.03506374"
"2020-06-18","9376.346354874262","9454.210152527483","174209827273.95822","172853049353.4523","381706.58054638","2694099.72756673","7198474.14791559","11012425.3854411","15588187.10122847","17336348.31141325"
"2020-06-17","9454.740878711995","9523.82604266282","175454357727.78812","173926399830.38492","310101.66382811","2705401.98940903","7199193.74230119","11021267.28822444","15594277.03423866","17340248.49543146"
"2020-06-16","9525.10809979166","9426.347472462683","173627697133.6253","175232451346.34097","321101.36737618","2705834.12506088","7209525.28210461","11031923.45690031","15601203.29525414","17344382.8118318"
"2020-06-15","9428.160141117174","9331.083793451426","171830739723.09918","173774840415.62903","272709.59790821","2705638.06843041","7198975.85155378","11021760.38748556","15594218.60622541","17339934.20164347"
"2020-06-14","9334.807054779269","9465.792429632547","174478960447.76263","171955158128.0987","158938.66185891","2706424.70818206","7196025.65724729","11012595.7282322","15590326.7082246","17335386.65297887"
"2020-06-13","9472.327797702723","9461.98750496685","174204637113.58334","174123830972.77356","233382.11313747","2707840.98356271","7210530.61159692","11022856.81484649","15598667.29324579","17341317.14865236"
"2020-06-12","9462.250729279524","9278.109854809793","170981552708.13367","174019304039.34656","312289.83510655","2708557.92375696","7208855.57105717","11022845.84055578","15597801.445258","17340246.67801845"
"2020-06-11","9267.579316933005","9887.732467154958","182043094464.08923","170721091857.55527","351715.4751445","2711327.4497322","7196545.01068921","11008155.5253555","15587173.90781461","17331542.81507998"
"2020-06-10","9888.807412060076","9774.546728218207","180011114999.93085","181952982732.76926","313196.02682127","2707313.18885861","7254761.09946674","11072146.6040556","15632896.54616192","17367862.86064242"
"2020-06-09","9778.164654802196","9784.340853766884","180110856149.8968","179936892008.73267","322370.97337924","2708999.51586718","7246498.76221128","11057948.28860165","15621337.23065658","17359067.74751685"
"2020-06-08","9785.435997038783","9752.513374192038","179467124962.67972","179741658882.79865","251183.37124535","2706064.08940359","7239655.24671065","11053369.28863457","15618614.46367514","17357837.08401999"
"2020-06-07","9751.488717625121","9669.596722397908","177969801826.95123","179331395772.25357","146949.24254723","2718822.11039834","7232100.99409919","11048980.56954206","15619015.83123676","17356059.63501849"
"2020-06-06","9666.542288181876","9620.67138735547","177058923608.79086","177870046318.4762","282863.99305585","2718532.69903478","7223767.15349825","11041330.00342907","15613023.87169438","17350432.33468605"
"2020-06-05","9617.090420820421","9790.242750713502","180161979554.6596","177365595706.9578","352693.87324124","2719474.16924646","7223033.59274713","11038755.54305273","15610872.8964257","17347914.92622389"
