"Date","Adjusted RVT","Volatility","Total Issuance","1 Day Active Supply","Miner Supply","Hash Rate","Miner Revenue per Hash","Miner Revenue per Hash per Second","Miner Revenue per Hash per Second (Native Units)","Addresses Count"
"2022-02-20","49.576111730214","0.7189720787434083","34696460.24710695","235838.21456292","69378740882.90619","200196675.81508097","0.000002018898","0.17443275034","0.000004524654","40299669"
"2022-04-10","39.536684236231","0.45039224813526807","36981405.46712448","230906.19918305","76032228534.86336","198950530.60805637","0.000002167959","0.187311637645","0.000004431894","41632614"
"2022-01-24","21.444863476222","0.5399655289031152","34368492.39434175","398181.61205667","65968401356.19584","198665989.06991374","0.000002027608","0.175185322866","0.000004778686","40179607"
"2021-04-15","20.142201159649","0.5335909874719444","67973500.21117765","379199.45579909","113001033029.72864","198624496.4285958","0.000004535572","0.391873419401","0.000006197473","37958614"
"2022-03-10","43.379406186994","0.8330674912046103","35780796.73596398","497946.33180046","71042673520.79295","198582492.38679036","0.000002112024","0.182478834279","0.000004621793","40615930"
"2022-03-23","34.221557556208","0.7981086567881258","38727868.782256335","418695.80801569","76909900048.1669","197878816.86654297","0.000002292353","0.198059293343","0.000004634679","41068129"
"2022-04-03","48.045769556922","0.6012308339441423","40345222.47306398","264197.02497915","83553555236.71768","197529456.29566738","0.000002392161","0.206682741652","0.000004450481","41394122"
"2022-01-29","35.630805015063","0.5202287839031552","35469721.206070624","434229.49887493","68541035020.37718","197341548.08746725","0.000002107138","0.182056720664","0.000004779861","40349734"
"2022-04-07","27.017076833791","0.5612985946541439","37578303.18393844","430530.75402702","78361648666.8349","196108379.93693003","0.000002243319","0.193822779507","0.000004448635","41493805"
"2022-03-18","36.506264807871","0.8458298747399163","37382091.23846617","421699.76622981","75274340731.25471","195149455.6100258","0.000002244375","0.193913964909","0.000004636193","40919048"
"2022-03-24","20.388230665237","0.7886558646049711","39302293.01950067","382331.07614703","79139644779.13629","195149455.6100258","0.000002361484","0.204032248446","0.000004639776","41122765"
"2022-01-17","36.926828265586","0.45954780103009457","42475090.839470714","298446.80934415","75979894303.15816","195056726.58722284","0.000002543093","0.219723274317","0.000005205322","40089032"
"2022-02-10","23.254285847615","0.6485315939113337","40070677.35202736","393833.46808469","78470586812.72","195038601.0263654","0.00000242927","0.209888913978","0.000004812383","40380667"
"2022-02-03","35.728856798827","0.5213643066702018","34046717.94763478","319151.96827835","66685081647.44064","194692668.02976775","0.000002047717","0.176922778733","0.000004774258","40337333"
"2022-04-11","18.322428657688","0.4737930932930194","33859571.56338763","311645.01367473","71116499366.69965","194687305.62454104","0.000002038131","0.176094549827","0.000004453127","41629314"
"2022-03-31","22.307685607473","0.6140102612583942","39297406.69991602","495650.59529797","81949554689.94429","194529355.7761953","0.000002384099","0.205986191295","0.000004520988","41339247"
"2021-12-21","29.355411681887","0.6695812966152108","49388825.35704412","391952.64716195","88360898630.62366","193643433.34094656","0.000002986967","0.258073942291","0.000005258009","39691410"
