"Date","Price (Close)","Price (Open)","Real Volume","Volatility","Active Addresses Count","Transaction Volume","Adjusted Transaction Volume","Transactions Count","Transactions per Second Count","Twitter Followers"
"2020-12-19","658.7584325894204","655.5606104817771","1859831964.6989841","0.9162234218046066","546564","4525931302.911952","3265916900.009177","1162872","13.459166666667",""
"2022-04-09","3259.2385319035857","3192.8489915626033","1566478051.5286293","0.5435384125431807","568480","4095018821.134929","3250180421.5511036","1085399","12.562488425926","2312803"
"2018-01-21","1050.776312088828","1149.9422205457433","1254456200.0698235","1.4755424877760392","612388","7924119861.29998","3239574876.872005","1006530","11.6496527777778",""
"2018-01-22","999.1519397786035","1050.5339100905326","1486934563.3198965","1.3588917767555315","547707","9185002052.158411","3238368641.48924","972911","11.2605439814815",""
"2020-09-03","382.1877425220863","439.968228634775","3665293388.4277563","0.8492562464423785","410463","4749532065.807632","3222890122.495492","1149636","13.30597222",""
"2017-12-18","786.7826562562743","723.0079808789246","1412739947.6403134","1.3771316627701202","518226","7165721928.927518","3218107200.686902","984021","11.3891319444444",""
"2020-12-21","607.7880762440576","638.034165714521","2243765401.6616344","0.8772705115403462","487201","5132507664.00401","3210658094.741616","1146949","13.274872685185",""
"2017-06-12","393.22108020893353","338.39397297826554","902948297.4048373","1.6962190577132434","158263","10840506596.080063","3202296252.99902","292941","3.39052083333333",""
"2018-01-25","1048.9078482335103","1062.6150298588682","1222729979.6245747","1.3503338812523613","410985","4595962560.75371","3201634093.725933","788515","9.12633101851852",""
"2018-01-20","1153.118275044105","1040.708687438086","1263187251.6350324","1.4398274036371803","470143","9253034678.88913","3109439899.207468","984489","11.3945486111111",""
"2018-02-06","783.3552670321473","693.4048458213117","2873528838.36873","1.638375345863004","452196","7379607150.543483","2985186909.9392776","888219","10.2803125",""
"2020-11-22","560.5664021098706","552.3352377451567","3353627099.1582003","0.6826768541668218","557067","4488419286.673773","2959444603.544698","1148006","13.287106481481",""
"2022-03-05","2665.777705428951","2622.714793658619","1756552808.1099956","0.9047201660075429","570464","3567185491.9780893","2958565551.848926","1077981","12.476631944444","2264194"
"2020-09-10","368.0934227862901","357.5076989808979","1577921650.0247238","1.0471813624041877","365959","4551516589.852502","2954381816.884148","1120964","12.97412037",""
"2020-11-06","456.39028537472575","417.1016895115495","2387742254.592644","0.5740839653418199","573232","4294617596.153546","2924368165.9103413","1171971","13.564479166667",""
"2020-09-14","377.2719239299289","366.1248657053225","1372250246.721119","1.013475462523932","384998","4481606372.079838","2916227381.862072","1079688","12.49638889",""
"2020-09-04","385.7437441098792","382.3983174633938","2523098942.1737747","0.9199581772457128","476106","4089371982.628965","2909347419.0898776","1141207","13.20841435",""
"2020-09-05","335.19690218133474","386.2243567789301","3868094027.0213504","1.0066891259400057","403351","4390499750.03298","2899195895.302376","1040906","12.04752315",""
"2020-09-16","365.220411358527","364.06418684389615","1080563882.9813309","1.0209179002751227","391793","4347707385.997955","2892126944.2409406","1035013","11.97931713",""
"2017-12-28","718.3525228288727","739.6279936001915","868458103.3419211","1.4795963052997831","493568","9618223117.028414","2862838652.111242","949503","10.9896180555556",""
"2020-08-31","434.0005057885349","429.18190842056424","1384868123.374706","0.701293267094593","412302","4052258894.266998","2862699027.4938407","1235856","14.30388889",""
"2022-02-19","2764.69757433429","2780.2743572624618","2305981662.492265","0.9310902855945566","560678","3991620992.009545","2858866596.290345","1150162","13.312060185185","2235085"
"2022-04-10","3203.1713087087096","3259.4088409295355","2083491948.2636101","0.5162764798499493","564605","3770233921.537536","2839471095.922639","1104239","12.780543981481","2314274"
"2020-12-09","573.3790245437145","554.5977039774439","1928879963.8754382","0.8959024036337615","496565","4322471070.626683","2811741896.206717","1150822","13.319699074074",""
"2017-12-07","425.88307230196517","419.9219936097966","1040706371.8314077","0.9205156225215182","330894","5060340932.502608","2811741562.467144","659068","7.62810185185185",""
"2018-02-22","803.4770456670101","838.5209459074122","898585907.5957259","1.3938061579443737","343322","4744055934.287845","2804217644.464389","761893","8.81820601851852",""
"2020-12-16","637.8111107018958","589.1367340753529","2433193779.8155184","0.9138260722132925","570129","4076469535.8603444","2796819388.3249655","1261767","14.603784722222",""
"2017-11-29","424.9334775126299","465.5291340264139","1366943899.2236931","0.8950974489171907","315598","12177704503.764053","2770085109.695617","663579","7.6803125",""
"2020-12-22","636.7780800325208","608.2175000664736","1914107249.3530824","0.8776722347394882","479420","3772520242.3687706","2754948152.9140663","1147101","13.276631944444",""
"2018-02-13","840.4407753828123","865.7070819292711","786682327.5044322","1.4664676148987872","365156","5559210636.040645","2712408427.245242","745822","8.63219907407407",""
"2018-01-27","1109.8431615805455","1049.7511090076844","918567060.6591544","1.3531993486397829","424637","7215804782.313057","2706389895.632645","831992","9.62953703703704",""
"2020-11-18","478.6617197767102","482.6111334220189","2456199571.052554","0.6373745915768321","500099","3708560136.0427117","2698737288.9743233","1120798","12.972199074074",""
"2020-12-05","597.0914375709337","567.8418839488729","1231747648.4549055","0.9321858951248361","562799","5500745001.628648","2696818122.770149","1055722","12.21900462963",""
"2020-11-20","510.6125928142267","471.5080133722962","2457869219.6278996","0.680764204536555","529365","3730935986.936934","2692178985.4735227","1162871","13.459155092593",""
"2017-11-28","465.7433095654641","474.73889521401986","559917581.9505764","0.83115738968145","309063","11577248732.320353","2683986291.1270127","638989","7.39570601851852",""
"2021-07-11","2139.671891515286","2111.107928814711","2737222114.892842","1.0347764797396064","579907","4239540000.1495395","2682470556.452948","1101766","12.751921296296",""
"2018-05-07","752.2891675663441","789.236822223208","1838013387.1412063","1.0421527249439912","419460","3038351798.6419826","2674725653.1235733","789863","9.14193287037037",""
"2017-12-15","683.1466429199586","692.5993442168349","1313353287.5357602","1.3682136770909965","452357","7287104982.233094","2662590122.435273","904346","10.4669675925926",""
"2020-11-30","616.8672632476939","576.7422294975867","3044600487.178561","0.8469642238415482","527321","3581906298.0413694","2654603618.572354","1183915","13.702719907407",""
"2020-12-23","585.4101969300302","637.6261564286197","2614062647.2934413","0.851062470644944","536115","4077285670.525234","2653663401.851072","1254308","14.517453703704",""
"2017-12-06","419.1957000223613","453.49762319619174","992460629.0363712","0.920559071405909","394106","6416428837.623223","2641675667.325834","791746","9.16372685185185",""
"2020-12-11","544.3624599889037","558.9601084495242","1147086646.4364903","0.9093746980826001","483189","4272187424.723696","2641667065.289883","1122160","12.987962962963",""
"2020-12-18","654.5761010854881","643.153073263845","1860911165.22092","0.9211165193191905","554504","3733710678.2555103","2624017328.0939403","1193950","13.818865740741",""
"2022-03-20","2862.367793123105","2951.9138949308344","2645317948.4608593","0.7910758747914839","589914","3629267754.8298144","2622603282.335748","1119066","12.952152777778","2277154"
"2020-09-11","373.8732515869301","368.1466804672037","1077979855.7809749","1.0442813891685059","356479","4066947159.8613396","2613905733.9411793","1074413","12.43533565",""
"2021-01-01","730.7567655910236","737.1837251597922","1702361027.5673044","0.798820090347254","511250","3644573058.084437","2611094510.1197753","1136712","13.156388888889",""
"2020-12-04","567.5382964739573","616.35388578079","1925340744.3041892","0.8924302624936091","491692","4414645372.919153","2610500212.122317","1134337","13.128900462963",""
"2022-03-26","3146.5673961657794","3104.077514504131","1571540450.2315447","0.745574308320763","598767","3433123503.3305426","2572297942.636927","1123878","13.007847222222","2292217"
"2020-12-24","612.2307138098034","584.2574534845247","1681160709.633449","0.8866684067705293","525234","3694741121.5762534","2537971948.698954","1142743","13.22619212963",""
"2017-06-20","351.7472455945209","357.95248620568907","403500821.7846334","1.5549895194304681","159337","5221190394.887663","2521798188.737504","308488","3.57046296296296",""
"2020-11-27","518.9228878322534","519.5702443924239","1812906834.2763965","0.8242407560094489","559050","3497583779.2003284","2481029970.370016","1102889","12.764918981481",""
"2017-12-04","466.5029658968863","462.1048074479607","389562469.33629066","0.8641311560320332","289747","9816575410.39777","2480944593.605369","701834","8.1230787037037",""
"2017-11-27","474.6614682757307","470.5280948889055","616724979.7913439","0.8275759221682093","277958","9744134033.889544","2460169767.3382993","608695","7.04508101851852",""
"2020-09-06","352.7790109693745","335.1262683408558","2397844043.9225516","1.0298588346377193","544008","3647717151.7278748","2454946986.1151853","1026667","11.88271991",""
"2020-11-05","417.0985189782999","402.44225050297746","1888873919.4886925","0.5140156620123354","502128","3898562818.022248","2448771401.8146033","1128431","13.060543981481",""
"2017-12-27","739.6125957801321","752.4121297455907","740812519.4365839","1.4714593845188106","473086","7850133073.120927","2440601448.2001867","912752","10.5642592592593",""
"2017-06-13","386.3240207642908","392.79488140201755","539147302.4720973","1.711636917223649","154634","8683165030.229687","2438347413.274065","280054","3.24136574074074",""
"2017-08-30","383.4040370547368","372.20694506710333","437637256.1965432","0.8276481204696828","199429","13945253331.969488","2433254794.547015","400220","4.63217592592593",""
"2020-12-03","616.4615346091683","598.255154811673","1749829826.0579643","0.8709228674810373","498903","3718815678.433373","2412654002.4879494","1114178","12.895578703704",""
"2018-02-07","752.3295965902208","785.2748910480507","1704659408.9530766","1.589077518730232","418269","5507848020.820589","2405018731.60904","818625","9.47482638888889",""
"2018-02-03","969.8867952842988","919.1315911338716","1110826701.4414377","1.403504447385189","433090","6305184993.623755","2403662797.318067","814486","9.4269212962963",""
"2020-09-13","366.4290696269317","387.91372639926254","1217670654.3226016","1.0193917328896998","418818","3789291856.460768","2400847432.7861915","1042047","12.06072917",""
"2020-09-19","385.28509397374984","384.61735376207605","657352964.7314093","1.0372167664843281","481384","3811432571.3380146","2360379732.402774","1090001","12.61575231",""
"2018-04-23","644.5665997954799","620.9391803048724","621164838.9053098","1.098803387204465","428031","2591452325.314965","2355303927.0222473","802870","9.29247685185185",""
"2020-12-07","591.5217427871548","602.9763481607782","925133579.3520991","0.8724803006143249","504152","3371652847.6712527","2353659060.508998","1102501","12.760428240741",""
"2022-03-13","2516.2099748885516","2568.5626175357042","1936418569.31797","0.8404356923007751","554863","3172496012.898497","2342352132.207239","1041827","12.05818287037","2272369"
"2018-02-05","691.972895610223","824.5752839662946","2283369311.45512","1.5787025792478278","457677","5368941196.701209","2338893290.1563544","875761","10.1361226851852",""
"2020-09-12","387.926046076742","374.06131703358585","927239956.6838123","0.9881194664789138","405023","3407052954.6741495","2331530126.8632483","1034584","11.97435185",""
"2017-11-30","433.7714630741757","425.25901779066123","819047148.6135445","0.8953387734084415","299340","11582898394.399433","2330981424.421406","655457","7.58630787037037",""
"2020-12-10","558.8930236504896","573.5060880972646","1186746991.043264","0.9056043511646131","462934","3093700547.974006","2330011336.700333","1092429","12.643854166667",""
"2017-08-29","372.3895662743039","347.6527130301393","388208816.44089","0.8610749709578022","188218","8060819910.163408","2307834401.3135424","394649","4.56769675925926",""
"2020-08-14","438.6843535775382","424.87650132252355","1714863157.335554","0.7459860338158545","520788","2943938570.7281446","2301219283.8253794","1201546","13.90678241",""
"2017-12-26","753.691504509827","723.9770980535332","813819267.8930355","1.466834064923999","465903","6887424676.732641","2301040778.4783425","813510","9.415625",""
"2017-12-31","743.0778995108507","693.6782775658098","726564256.321276","1.4681910494413764","492424","6944252185.899418","2297673251.7337112","946981","10.9604282407407",""
"2020-10-22","414.359695891531","391.7748718985537","1472696168.6899333","0.5936271397482805","519373","3469639678.756262","2275489888.6510487","1189043","13.76207176",""
"2020-11-25","569.3968255533165","605.214784040942","2461314194.0080113","0.7276249930539608","545213","3163863109.632989","2275377272.0123854","1205924","13.957453703704",""
"2020-12-08","554.6547062926933","591.4041063498161","1454954989.2875237","0.8739441639269777","498285","3569776626.2218976","2266910845.9265456","1149816","13.308055555556",""
"2017-08-11","309.2797013788016","297.9908260455586","243752981.07573465","1.7812064005146129","170497","14603411933.126818","2265180499.481029","356682","4.12826388888889",""
"2022-03-06","2550.8807610375593","2665.608024240806","2158918570.211307","0.9057823397328093","588893","2964735008.7421207","2254268536.1843715","1123245","13.000520833333","2265523"
"2020-09-21","340.26124964480965","371.07566205751084","1649375676.0316522","1.0533514558071513","486381","3167597951.5626445","2252232973.4255896","1133662","13.12108796",""
"2020-11-12","462.8450541536938","463.9301485251007","1430397288.3908792","0.6071972780408998","588103","2897277881.9591255","2234884541.7074428","1099253","12.722835648148",""
"2020-09-15","364.14518692660806","377.29625643821976","1047946560.5276664","1.0156776224177948","408754","3296478065.3792567","2231810798.652257","1089837","12.61385417",""
"2017-12-05","453.6360927893734","466.7405707329067","480137726.6586527","0.8707712573472184","303039","4758787371.342019","2222468103.8328004","693090","8.021875",""
"2017-08-28","347.67503232079935","347.9985247373303","230849125.40130046","0.8636646288043411","176815","9954685655.665861","2222261230.8507247","363799","4.21063657407407",""
"2017-12-08","451.9183259397656","425.4061099058672","1115536106.2235208","0.9319782269791886","361582","4431445500.707608","2208141495.9942546","766411","8.87049768518519",""
"2018-01-01","758.2048832197521","739.3659659652162","743217687.3229271","1.45977765451402","520683","6430990299.118075","2193380747.3104606","908945","10.5201967592593",""
"2018-02-15","926.933717815055","919.807772015157","1211759815.3634279","1.5066085045128723","400782","5325183288.017432","2191899468.1282244","777318","8.99673611111111",""
"2020-11-07","435.79099539114225","456.27993010403446","2229092793.136808","0.6033201078913144","545032","3149258854.8899317","2188939610.2077975","1131722","13.098634259259",""
"2020-11-13","476.7391227914658","462.9656521024705","1435153444.062457","0.607505253061273","523034","3042839802.6657295","2153237422.6503296","1156377","13.383993055556",""
"2018-05-03","777.9538590497187","687.4702840875728","1416214780.8348942","1.0970649933942767","394992","2373565588.161196","2118232521.5446796","839586","9.71743055555556",""
"2020-09-09","350.9191401614211","337.42453905533756","1111337002.7438214","1.0434032272060036","406766","3138777694.88439","2104457405.0386314","1052603","12.18290509",""
"2017-11-24","470.37769605223065","406.4510224174579","1012125351.4263623","0.8262756718513531","242143","6834108807.240503","2091990744.8365898","525529","6.08251157407407",""
"2017-12-16","691.2876100726193","683.1955121009703","913562574.1257479","1.3629660868858433","426989","5920651904.022059","2084908435.0876727","899857","10.4150115740741",""
"2017-12-03","461.68876773902855","456.50176389868284","448266854.98603845","0.8828493117588739","304550","9980480211.497448","2071932291.9114058","693808","8.03018518518519",""
"2017-12-01","461.4810193750815","434.1494575001294","483973688.01412344","0.9086600477533733","290214","10065994353.603483","2069219193.2256596","622720","7.20740740740741",""
"2017-12-17","716.2871686858878","690.5723226106112","901778539.7986449","1.3581898544913455","446682","6101744993.297151","2058048445.7159739","876574","10.1455324074074",""
"2017-12-23","700.9328284824705","661.6611201795482","968614235.2529893","1.5328677825786576","490621","7141473797.957901","2056904628.520517","918881","10.6351967592593",""
"2020-12-26","636.6186254871262","626.6059237685865","2014865054.9569154","0.8184362009628537","465782","3123817380.9878173","2053413440.5580657","1139562","13.189375",""
"2020-12-02","597.510480251061","586.0157849006807","1902153203.3594916","0.8711443255599913","464131","2912677720.9483023","2043919458.153094","1071389","12.400335648148",""
"2018-02-04","823.9258628444945","968.1557120651312","1292934919.587944","1.491030539639587","425727","4568294574.313671","2036522443.8181307","800876","9.26939814814815",""
"2017-09-06","338.8899132756441","318.31315794306886","360243240.0182389","0.8909921448550566","219517","5650467665.180412","2033198468.6201694","496376","5.74509259259259",""
"2020-08-13","425.00438454048054","387.04832557735057","2467881714.09299","0.6991202641909628","486979","2643443679.9657884","2031855699.398718","1209139","13.99466435",""
"2018-02-10","851.6500311147821","877.3222774229273","1015233755.6290396","1.5629124467374162","420048","5044659971.584342","2017995046.0301254","848390","9.8193287037037",""
"2020-12-15","589.0165401658874","586.3095784143661","1036318262.5330169","0.9032324465119502","526599","3058219534.786389","2016244166.6798646","1215285","14.065798611111",""
"2017-12-02","456.88676280433816","461.2720114935872","380716447.0354194","0.8892968343436478","284287","10447834317.995283","2009684184.5339122","627785","7.26603009259259",""
"2017-11-25","463.40375055931014","470.07103470419855","693169887.5789388","0.8308592664490917","236910","7851831031.275437","2008961029.6198962","561166","6.49497685185185",""
"2017-11-23","406.303240810294","380.9982560705198","882040073.7041178","0.6692716374855292","250344","7049477832.175093","2001894165.7367449","537068","6.21606481481481",""
"2020-10-26","393.1020197759015","406.02683987833126","1175182114.2524683","0.48169158861744255","491011","3063015967.950781","1989019938.199588","1086139","12.57105324",""
"2018-04-24","703.3088753908083","644.1439700734704","1192717045.787669","1.1195292758117394","417221","2238100431.3364525","1982403626.0236025","816357","9.44857638888889",""
"2020-12-12","568.3085244692894","544.9635283851883","919332591.9178652","0.9107166389668294","509468","3319688827.0959816","1979007287.8738842","1092064","12.63962962963",""
"2017-12-25","722.7131796278691","679.670782125432","890098490.173258","1.4693063188883178","423259","4953165211.669668","1975850468.5191977","752361","8.70788194444444",""
"2020-11-09","444.57509131260264","454.8643925680823","1506555524.748857","0.6098632123484828","545082","2932452201.287561","1973728727.833452","1147695","13.283506944444",""
"2018-02-14","920.5923384376691","840.5655564490719","1129228810.6091459","1.513788002174985","387178","4746596387.481453","1959991307.6333327","746384","8.6387037037037",""
"2020-08-12","387.3245659850284","378.82210649125","971668611.4516648","0.7121969607323407","440096","2557175199.4068055","1956450604.310981","1229214","14.22701389",""
"2018-02-12","865.6340152100281","810.8393943093571","744682190.4634293","1.5156303580794641","421764","4221769578.0106807","1944991585.1791687","829020","9.59513888888889",""
"2017-09-04","304.4307739479126","352.364807517437","815263173.1147873","0.9674950066178402","217222","5368115645.3844","1944704270.768296","442592","5.12259259259259",""
"2020-08-30","429.0458415370646","398.48957101952055","1299081135.0498357","0.7871708601316114","390040","2816473932.787029","1927055479.4399166","1142415","13.22239583",""
"2022-03-12","2568.7850607692476","2556.6778402574396","1351083993.0487506","0.8567425951718959","603453","2524460558.300185","1926487183.4487681","1120627","12.970219907407","2271264"
"2020-11-04","402.9455864423656","388.0137947969537","1365529237.5399132","0.5026179670254403","625419","2765615087.311676","1924687053.9846258","1137324","13.163472222222",""
"2017-09-05","318.36350313203314","303.55137422019874","513688572.2572191","0.8806226341988782","209290","5208318155.855929","1918829076.2591054","444572","5.14550925925926",""
"2018-05-04","784.1306002862332","778.1682810788056","1164666555.248576","1.0813561496593016","644295","2200285602.9477324","1914496072.971538","1000526","11.580162037037",""
"2017-12-11","514.1617083453955","436.3797756639086","748582388.5287466","1.0802938254856855","394749","3468619983.4537673","1897031819.0051303","828899","9.59373842592593",""
"2020-11-19","472.3210340762066","479.11891078383474","1037819416.4068965","0.6418372533615216","498682","2545725510.4528522","1892933479.6157837","1122748","12.994768518519",""
"2017-11-20","367.61856696376145","354.434800448211","352540276.8690539","0.639744548642877","234513","6524974192.114033","1889779030.7220044","530141","6.1358912037037",""
"2018-02-24","833.0910532968919","854.6843421663265","682556639.2024925","1.3874571353195766","293520","2868511620.2308393","1889096857.9514894","732861","8.4821875",""
"2017-09-09","303.68593999512547","306.3746094913828","194979868.83825162","0.8897795266567562","187363","6259106622.943401","1882944393.777111","383654","4.44043981481482",""
"2017-06-15","343.3010878970072","342.55938840272444","817863174.6639075","1.7989690414334745","142301","7335053431.119861","1875822151.7076797","261617","3.02797453703704",""
"2020-12-14","586.2298789693207","590.4849199520372","938572332.0923926","0.9142413798519771","541545","2979461071.38084","1865343623.6594625","1241593","14.370289351852",""
"2018-02-09","877.5249373791115","813.8253625636834","887640380.2158991","1.5643216176172994","399711","4678655307.49735","1852009177.7131171","789807","9.14128472222222",""
"2017-08-31","388.36739645752425","383.35862030978456","290081378.645715","0.8280164949817053","201738","6664098577.150796","1843114216.4583933","384421","4.44931712962963",""
"2018-03-13","689.2392767647566","696.0323075301253","521273810.6444055","0.8380602335627562","333398","1995828278.2137077","1840694050.8570707","699093","8.09135416666667",""
"2017-11-22","380.9680473772072","360.34699660323076","338679396.11048067","0.6591582208665586","242021","6524988102.288454","1834872000.5435488","546489","6.32510416666667",""
"2019-05-16","264.40916949008334","248.95247628704965","3252886042.449523","0.8590568015113726","399571","2092175607.4569156","1827292333.0867472","908208","10.5116666666667",""
"2020-09-07","353.6175875357148","352.8628694785233","1877602826.9188144","1.0232358657203149","470998","2554689926.953254","1823549069.5589838","1051480","12.16990741",""
"2017-12-24","679.0093181786156","701.8116326800426","907831986.9844832","1.5368143943204806","415698","5342813097.55153","1809140877.036001","758234","8.77585648148148",""
"2020-10-21","391.2173318528196","368.8552767261154","1752018668.828038","0.5719904186283326","499062","2610146239.32327","1804664020.158395","1159354","13.41844907",""
"2020-07-27","322.4430226176698","311.47092473576015","2571472854.5488033","0.5346530307698081","551497","2296071141.033767","1804351589.4002666","1261456","14.60018519",""
"2020-10-28","388.6552882342278","403.53109053985986","1177223026.9330683","0.499591063032746","485592","2637334660.6274047","1800539158.131251","1139608","13.18990741",""
"2017-08-27","347.89494686118445","332.71766438181805","165714050.33001435","0.9018116743413711","151002","6907677974.411272","1796202742.8335028","324173","3.75200231481481",""
"2020-10-23","409.55754197298256","414.3672355667713","975078105.9422563","0.5298194451146294","518375","2718809269.9798365","1791783598.0858977","1132837","13.11153935",""
"2020-09-23","320.5604090458418","344.3141744273285","1099661775.0483458","1.0421282695593066","454852","2393962747.065515","1785452731.80744","1084100","12.5474537",""
"2020-09-20","371.07650525766786","385.23586742423674","852140991.7376529","1.0165786601308895","465984","2504686744.461597","1779422556.3025992","1095309","12.6771875",""
"2020-12-20","636.2752692293998","658.8082155263536","1698747888.965781","0.8856540682747222","487968","2979107025.6028533","1774972230.8200915","1074305","12.434085648148",""
"2018-05-09","751.6194958754572","747.9969620474501","955904458.7142745","1.0464522393711144","390605","1997670640.9634326","1773760546.0677285","831127","9.61952546296296",""
"2020-11-03","388.00491946969885","383.5992794323694","928835338.4929209","0.49323136436746123","507085","2606446145.2858243","1768079957.620427","1119359","12.955543981481",""
"2018-02-23","853.8721824249865","802.4061229857698","928636794.2018178","1.4119869043156161","329223","3188876629.8016186","1763112994.2518291","733084","8.48476851851852",""
"2018-05-14","727.5862179794202","729.349864895718","1156056925.3983479","1.0082066279114368","398274","1986085420.4142256","1760203747.6459243","801788","9.2799537037037",""
"2017-06-26","252.68365198223404","277.8485393697202","684014612.010492","1.4950066855815298","175036","2847799358.0404105","1758582153.6500943","316788","3.66652777777778",""
"2017-11-21","359.9477719627296","367.32534548031","443914626.7505538","0.6434438375828951","237062","6090413303.1991415","1758239157.6950438","524044","6.06532407407407",""
"2017-06-16","353.0127305318697","342.79149483122995","358051537.6208145","1.7780881560254962","129910","6604488927.102006","1753111711.928515","248003","2.87040509259259",""
"2020-10-30","382.7315508282916","387.22532827115384","976388063.5595652","0.49040029520906075","487850","2624636060.0626974","1720586987.4388428","1111013","12.85894676",""
"2020-10-14","379.0235534580815","381.4180660756944","819150604.1611449","0.6446327844421679","499024","2791576709.8509483","1720146234.6780398","1093927","12.66119213",""
"2017-09-07","334.90810775342317","338.5285580870869","244013544.6102077","0.8932661438982934","203211","3962093759.9568224","1717344657.780756","448347","5.18920138888889",""
"2020-11-11","463.6682760706167","451.1002266893517","1590551838.4407058","0.6140309187376817","646367","2351794871.3426614","1716971020.4076612","1096582","12.691921296296",""
"2017-08-13","296.38036754055923","307.8599260785128","353980031.5082888","1.669302157362368","166131","9183914720.201433","1712220882.4583077","333011","3.85429398148148",""
"2018-02-20","884.461778351093","939.5074968033681","1024481106.6421347","1.4153176402430956","392070","4154572472.5476627","1709712492.7050602","886897","10.2650115740741",""
"2020-11-02","383.2817981944562","396.86082230733007","1131195319.7238038","0.5005409609109681","489991","2411238068.551314","1704473911.4778056","1156870","13.38969907",""
"2018-05-02","687.3588841549578","671.4896282980715","607458340.5727658","1.0316931497399584","363346","1960621406.1034775","1703421151.2982697","787722","9.11715277777778",""
"2017-11-26","470.5317021591836","463.53297805575176","599019877.2707018","0.8282467923862046","252960","7565086930.432645","1698682304.5270362","542484","6.27875",""
"2020-09-08","337.4222722995127","353.5393675357263","1552530976.9841824","1.0256525171877466","520483","2423734493.174375","1696102916.729699","1026700","11.88310185",""
"2020-09-30","360.48129418965596","359.8359496262924","569947451.0496063","1.0539165508853512","412900","2360105679.632607","1690824816.3150506","1079040","12.48888889",""
"2020-10-01","352.92089448906023","360.09391597000973","993335741.1475595","0.99660214384734","447266","2393586552.1444144","1687893753.5891192","1018741","11.7909838",""
"2020-11-16","460.73270377136754","448.42458995649514","1124387246.4374177","0.6215747893440344","497314","2429517986.529604","1681843465.8572235","1105512","12.795277777778",""
"2017-12-09","471.1529504204245","448.6469130176232","1014050149.8518889","0.928125450302746","330732","3306564264.253627","1672326679.735116","707223","8.18545138888889",""
"2017-08-21","321.7227895144644","298.35180335787214","582237327.2497848","0.9973394072661264","192142","4166190159.0652905","1669597994.4796631","392880","4.54722222222222",""
"2017-05-31","227.7207327982386","229.02990804317298","399195686.58390975","1.7102839143562882","117434","5409014672.846027","1634739630.4401574","214126","2.47831018518518",""
"2020-08-10","395.7671904455501","390.3565058842205","1295295078.0666904","0.6774624549276254","500790","2211298695.385568","1630695480.7722602","1289980","14.93032407",""
"2017-08-12","307.97465902698525","309.5163179345758","297123878.1748794","1.6936317213041014","167082","8669517821.644917","1629535253.4084182","338654","3.91960648148148",""
"2020-08-28","395.44718284147586","382.5389503275759","915884958.8054955","0.7841482646972713","510764","2327853490.6963134","1627292717.6062763","1131912","13.10083333",""
"2020-09-24","349.1201817744994","319.87360289932656","1240258936.725957","1.089322779310602","487588","2305601621.8013487","1617301200.2553527","1087537","12.5872338",""
"2020-09-22","344.2685377270662","340.4353237307963","946836561.7447916","1.0556208594046377","431660","2210879634.610255","1607010048.909099","1081497","12.51732639",""
"2017-06-22","321.19288264576994","324.1204148083275","325319267.95581317","1.486786410205871","168978","2952175228.640441","1606902951.8719785","284225","3.2896412037037",""
"2020-12-25","626.7358873690756","612.6480810469017","1720418327.594209","0.8737987083699832","475861","2294322025.5665083","1602295787.5071151","1140417","13.199270833333",""
"2020-09-29","359.920132377933","353.9211159885027","676399501.385218","1.0528884883231309","429114","2224037091.083031","1598287608.442181","1088234","12.59530093",""
"2018-02-18","913.7832724099056","973.3821882839326","922132762.5958388","1.4024383293173919","343310","3939121425.5800214","1597589539.2735753","756092","8.75106481481481",""
"2017-08-14","299.27181824524644","296.47620939578167","241800045.5989125","1.658685363092497","209225","7436680553.953731","1594940402.4711425","410061","4.74607638888889",""
"2017-09-15","259.0893168249498","223.05908484559626","825901737.9279236","1.232184821214951","211723","4895472454.097735","1593971647.6707432","441767","5.11304398148148",""
"2020-10-02","345.71930756526825","352.9585231165463","951419344.3695983","0.9647159451365578","458931","2410197525.8124113","1585037032.8165066","1002138","11.59881944",""
"2018-02-19","940.1042134146437","912.5778989565144","636816404.3181784","1.4037005547667094","392016","3706944632.175681","1581428246.7521968","811384","9.39101851851852",""
"2018-05-24","602.0278838209094","577.3918811600579","892262330.8250763","1.0434236311855016","418876","1747423096.1928651","1579984597.1903803","811167","9.38850694444444",""
"2018-02-21","838.6093590058387","882.1021930357449","1119367793.6231315","1.3962322442792665","363398","3877649919.383959","1579554461.877224","850504","9.8437962962963",""
"2017-09-01","391.3108507286371","388.3928379894122","348759381.73410463","0.7440924649277008","194535","6265495655.891486","1576018960.2665637","390997","4.52542824074074",""
"2020-10-09","365.30478388711174","351.21528034395686","749794460.2399899","0.6964951553627083","463202","2259080915.10819","1571546998.2267203","1049571","12.1478125",""
"2018-02-11","810.2966461613905","851.8978782278871","728168285.8541607","1.546619755479357","382341","3428320649.7415943","1569882443.2717838","773496","8.9525",""
"2017-06-14","342.351163780164","386.94358329328617","521195010.9713641","1.798415485013764","139341","4864464492.830984","1558312083.013682","250410","2.89826388888889",""
"2017-06-23","326.27316923370967","321.9189285904612","190986850.3614238","1.4786761536539341","158543","3468378999.163288","1558283195.15568","276012","3.19458333333333",""
"2018-06-01","578.7233298994855","577.5195098494883","473244672.5987216","0.9854757653456133","371923","1834097133.1981516","1558157655.9596183","758242","8.77594907407407",""
"2020-10-16","365.6926782644931","377.6678522213236","994069132.3308913","0.638469160424668","649222","2300239198.7674966","1557550885.4655957","1161135","13.4390625",""
