"Date","Price (Close)","Price (Open)","Real Volume","Volatility","Active Addresses Count","Transaction Volume","Adjusted Transaction Volume","Transactions Count","Transactions per Second Count","Twitter Followers"
"2021-05-16","3585.9949933056864","3646.5675568619677","14828158684.997383","1.1607524662651258","749768","23649117951.822872","15327296461.403893","1425115","16.494386574074",""
"2021-10-21","4054.620607981268","4129.931088294579","13254185663.614746","0.8447102074809326","614827","20113883847.013348","15072730245.285334","1277275","14.783275462963",""
"2021-04-18","2240.822376236457","2320.800511420437","10130882376.09845","0.849869251022867","673448","21971556525.52617","15034954157.847486","1396766","16.166273148148",""
"2021-04-23","2370.2892312671474","2401.0582383073433","15870209551.80754","0.818331747120354","755129","21115989420.078377","14837616064.435827","1537100","17.790509259259",""
"2021-09-07","3435.8786157590143","3931.603077850679","25348736615.991226","0.7893149477247773","558575","22274920619.992786","14830710110.159302","1308071","15.139710648148",""
"2021-02-08","1752.6568334524795","1615.0611127331981","8919297536.776825","1.4097273730745428","629676","17752208041.4115","14633584118.020687","1275739","14.765497685185",""
"2021-05-28","2414.359696734447","2735.852677507566","12121292854.332674","1.9019611251732593","646541","29358340233.056805","14583749868.992296","1305078","15.105069444444",""
"2021-04-30","2775.662254704322","2759.3383078856373","6739715635.952256","0.8412827827261133","720859","23792148910.997","14528682108.680958","1441230","16.680902777778",""
"2021-06-17","2373.175315010157","2367.8774418661587","4249013625.1637173","1.7780510610713103","585530","32209977043.49209","14515632017.429182","1218956","14.108287037037",""
"2021-05-18","3379.031219585153","3288.4775028435415","14222933546.465916","1.1863826794316992","690475","19413056948.574203","14386343432.429726","1425053","16.493668981481",""
"2021-12-30","3709.8337508027244","3628.323589168859","2907835367.134405","0.6770205337261959","602455","16344555079.027288","14214937561.163343","1255688","14.533425925926",""
"2021-06-08","2509.3492812655927","2592.3964496387625","11456037311.742632","1.8645247810257746","616660","26832995135.1028","14103207510.629658","1221063","14.132673611111",""
